ibge,city,state,region,pop2019,pop2020,pop2021,isCountryside,cod_RegiaoDeSaude,name_RegiaoDeSaude,ibge_id
3132305,Itaipé/MG,MG,Sudeste,12760,12836,12910,1,31067,Padre Paraíso,3132305
3132404,Itajubá/MG,MG,Sudeste,96869,97334,97782,1,31003,Itajubá,3132404
3132503,Itamarandiba/MG,MG,Sudeste,34735,34936,35130,1,31026,Diamantina,3132503
3132602,Itamarati de Minas/MG,MG,Sudeste,4355,4375,4395,1,31044,Leopoldina / Cataguases,3132602
3132701,Itambacuri/MG,MG,Sudeste,23211,23209,23207,1,31096,Itambacuri,3132701
3132800,Itambé do Mato Dentro/MG,MG,Sudeste,2081,2056,2032,1,31021,Itabira,3132800
3132909,Itamogi/MG,MG,Sudeste,10192,10157,10122,1,31009,São Sebastião do Paraíso,3132909
3133006,Itamonte/MG,MG,Sudeste,15579,15714,15844,1,31008,São Lourenço,3133006
3133105,Itanhandu/MG,MG,Sudeste,15331,15423,15511,1,31008,São Lourenço,3133105
3133204,Itanhomi/MG,MG,Sudeste,12228,12244,12259,1,31036,Governador Valadares,3133204
3133303,Itaobim/MG,MG,Sudeste,21062,21029,20997,1,31065,Itaobim,3133303
3133402,Itapagipe/MG,MG,Sudeste,15243,15379,15511,1,31071,Frutal / Iturama,3133402
3133501,Itapecerica/MG,MG,Sudeste,21762,21761,21760,1,31086,Divinópolis,3133501
3133600,Itapeva/MG,MG,Sudeste,9783,9881,9976,1,31007,Pouso Alegre,3133600
3133709,Itatiaiuçu/MG,MG,Sudeste,11146,11252,11354,0,31031,Itaúna,3133709
3133758,Itaú de Minas/MG,MG,Sudeste,16108,16199,16286,1,31092,Passos,3133758
3133808,Itaúna/MG,MG,Sudeste,93214,93847,94455,0,31031,Itaúna,3133808
3133907,Itaverava/MG,MG,Sudeste,5419,5369,5321,1,31079,Conselheiro Lafaiete,3133907
3134004,Itinga/MG,MG,Sudeste,14990,15022,15053,1,31065,Itaobim,3134004
3134103,Itueta/MG,MG,Sudeste,6051,6063,6074,1,31040,Resplendor,3134103
3134202,Ituiutaba/MG,MG,Sudeste,104671,105255,105818,1,31073,Ituiutaba,3134202
3134301,Itumirim/MG,MG,Sudeste,6023,6000,5978,1,31004,Lavras,3134301
3134400,Iturama/MG,MG,Sudeste,39263,39690,40101,1,31071,Frutal / Iturama,3134400
3134509,Itutinga/MG,MG,Sudeste,3788,3768,3749,1,31004,Lavras,3134509
3134608,Jaboticatubas/MG,MG,Sudeste,20143,20418,20683,0,31016,Belo Horizonte/ Nova Lima/ Caeté ,3134608
3134707,Jacinto/MG,MG,Sudeste,12326,12323,12320,1,31094,Almenara/Jacinto,3134707
3134806,Jacuí/MG,MG,Sudeste,7686,7691,7695,1,31009,São Sebastião do Paraíso,3134806
3134905,Jacutinga/MG,MG,Sudeste,25979,26264,26538,1,31007,Pouso Alegre,3134905
3135001,Jaguaraçu/MG,MG,Sudeste,3133,3142,3151,1,31035,Coronel Fabriciano/Timóteo,3135001
3135050,Jaíba/MG,MG,Sudeste,38909,39388,39850,1,31052,Janaúba/Monte Azul,3135050
3135076,Jampruca/MG,MG,Sudeste,5404,5429,5453,1,31036,Governador Valadares,3135076
3135100,Janaúba/MG,MG,Sudeste,71648,72018,72374,1,31052,Janaúba/Monte Azul,3135100
3135209,Januária/MG,MG,Sudeste,67742,67852,67958,1,31053,Januária,3135209
3135308,Japaraíba/MG,MG,Sudeste,4350,4384,4418,1,31087,Lagoa da Prata/Sto Ant do Monte,3135308
3135357,Japonvar/MG,MG,Sudeste,7969,7982,7991,1,31049,Brasília de Minas/São Francisco,3135357
3135407,Jeceaba/MG,MG,Sudeste,4912,4852,4795,1,31078,Congonhas,3135407
3135456,Jenipapo de Minas/MG,MG,Sudeste,7692,7738,7781,1,31064,Araçuaí,3135456
3135506,Jequeri/MG,MG,Sudeste,12386,12315,12246,1,31060,Ponte Nova,3135506
3135605,Jequitaí/MG,MG,Sudeste,7531,7468,7407,1,31050,Coração de Jesus,3135605
3135704,Jequitibá/MG,MG,Sudeste,5211,5207,5203,1,31024,Sete Lagoas,3135704
3135803,Jequitinhonha/MG,MG,Sudeste,25391,25474,25555,1,31094,Almenara/Jacinto,3135803
3135902,Jesuânia/MG,MG,Sudeste,4787,4780,4774,1,31008,São Lourenço,3135902
3136009,Joaíma/MG,MG,Sudeste,15432,15455,15476,1,31094,Almenara/Jacinto,3136009
3136108,Joanésia/MG,MG,Sudeste,4573,4476,4382,1,31037,Ipatinga,3136108
3136207,João Monlevade/MG,MG,Sudeste,79910,80416,80903,1,31023,João Monlevade,3136207
3136306,João Pinheiro/MG,MG,Sudeste,47452,47726,47990,1,31077,João Pinheiro,3136306
3136405,Joaquim Felício/MG,MG,Sudeste,4695,4727,4757,1,31083,Bocaiúva,3136405
3136504,Jordânia/MG,MG,Sudeste,10812,10842,10872,1,31094,Almenara/Jacinto,3136504
3136520,José Gonçalves de Minas/MG,MG,Sudeste,4501,4487,4474,1,31027,Turmalina/Minas Novas/Capelinha,3136520
3136553,José Raydan/MG,MG,Sudeste,4995,5050,5104,1,31081,Santa Maria do Suaçuí,3136553
3136579,Josenópolis/MG,MG,Sudeste,4867,4889,4911,1,31051,Francisco Sá,3136579
3136603,Nova União/MG,MG,Sudeste,5725,5732,5739,0,31016,Belo Horizonte/ Nova Lima/ Caeté ,3136603
3136652,Juatuba/MG,MG,Sudeste,26946,27392,27823,0,31017,Betim,3136652
3136702,Juiz de Fora/MG,MG,Sudeste,568873,573285,577532,1,31097,Juiz de Fora,3136702
3136801,Juramento/MG,MG,Sudeste,4331,4345,4359,1,31084,Montes Claros ,3136801
3136900,Juruaia/MG,MG,Sudeste,10563,10681,10795,1,31002,Guaxupé,3136900
3136959,Juvenília/MG,MG,Sudeste,5724,5715,5706,1,31076,Manga,3136959
3137007,Ladainha/MG,MG,Sudeste,18111,18193,18272,1,31099,Teófilo Otoni / Malacacheta,3137007
3137106,Lagamar/MG,MG,Sudeste,7613,7600,7588,1,31057,Patos de Minas,3137106
3137205,Lagoa da Prata/MG,MG,Sudeste,52165,52711,53236,1,31087,Lagoa da Prata/Sto Ant do Monte,3137205
3137304,Lagoa dos Patos/MG,MG,Sudeste,4102,4082,4062,1,31050,Coração de Jesus,3137304
3137403,Lagoa Dourada/MG,MG,Sudeste,13009,13063,13115,1,31015,São João Del Rei,3137403
3137502,Lagoa Formosa/MG,MG,Sudeste,18052,18111,18168,1,31057,Patos de Minas,3137502
3137536,Lagoa Grande/MG,MG,Sudeste,9532,9608,9681,1,31077,João Pinheiro,3137536
3137601,Lagoa Santa/MG,MG,Sudeste,64527,65657,66744,0,31025,Vespasiano,3137601
3137700,Lajinha/MG,MG,Sudeste,19923,19918,19914,1,31059,Manhuaçu,3137700
3137809,Lambari/MG,MG,Sudeste,20814,20907,20995,1,31008,São Lourenço,3137809
3137908,Lamim/MG,MG,Sudeste,3391,3379,3366,1,31079,Conselheiro Lafaiete,3137908
3138005,Laranjal/MG,MG,Sudeste,6810,6833,6856,1,31044,Leopoldina / Cataguases,3138005
3138104,Lassance/MG,MG,Sudeste,6512,6503,6494,1,31055,Pirapora,3138104
3138203,Lavras/MG,MG,Sudeste,103773,104783,105756,1,31004,Lavras,3138203
3138302,Leandro Ferreira/MG,MG,Sudeste,3229,3226,3222,1,31032,Pará de Minas,3138302
3138351,Leme do Prado/MG,MG,Sudeste,4918,4920,4923,1,31027,Turmalina/Minas Novas/Capelinha,3138351
3138401,Leopoldina/MG,MG,Sudeste,52587,52640,52690,1,31044,Leopoldina / Cataguases,3138401
3138500,Liberdade/MG,MG,Sudeste,5069,5031,4994,1,31090,Lima Duarte,3138500
3138609,Lima Duarte/MG,MG,Sudeste,16698,16724,16749,1,31090,Lima Duarte,3138609
3138625,Limeira do Oeste/MG,MG,Sudeste,7536,7589,7640,1,31071,Frutal / Iturama,3138625
3138658,Lontra/MG,MG,Sudeste,9661,9714,9766,1,31049,Brasília de Minas/São Francisco,3138658
3138674,Luisburgo/MG,MG,Sudeste,6266,6258,6249,1,31059,Manhuaçu,3138674
3138682,Luislândia/MG,MG,Sudeste,6699,6718,6735,1,31049,Brasília de Minas/São Francisco,3138682
3138708,Luminárias/MG,MG,Sudeste,5446,5438,5431,1,31004,Lavras,3138708
3138807,Luz/MG,MG,Sudeste,18215,18257,18297,1,31028,Bom Despacho,3138807
3138906,Machacalis/MG,MG,Sudeste,7111,7111,7112,1,31062,Águas Formosas,3138906
3139003,Machado/MG,MG,Sudeste,42133,42413,42682,1,31001,Alfenas / Machado,3139003
3139102,Madre de Deus de Minas/MG,MG,Sudeste,5098,5109,5119,1,31015,São João Del Rei,3139102
3139201,Malacacheta/MG,MG,Sudeste,18650,18602,18556,1,31099,Teófilo Otoni / Malacacheta,3139201
3139250,Mamonas/MG,MG,Sudeste,6543,6554,6565,1,31052,Janaúba/Monte Azul,3139250
3139300,Manga/MG,MG,Sudeste,18407,18226,18051,1,31076,Manga,3139300
3139409,Manhuaçu/MG,MG,Sudeste,90229,91169,92074,1,31059,Manhuaçu,3139409
3139508,Manhumirim/MG,MG,Sudeste,22707,22802,22894,1,31059,Manhuaçu,3139508
3139607,Mantena/MG,MG,Sudeste,27644,27647,27651,1,31038,Mantena,3139607
3139706,Maravilhas/MG,MG,Sudeste,7976,8046,8113,1,31024,Sete Lagoas,3139706
3139805,Mar de Espanha/MG,MG,Sudeste,12814,12901,12985,1,31047,São João Nepomuceno / bicas,3139805
3139904,Maria da Fé/MG,MG,Sudeste,14095,14056,14019,1,31003,Itajubá,3139904
3140001,Mariana/MG,MG,Sudeste,60724,61288,61830,1,31022,Ouro Preto,3140001
3140100,Marilac/MG,MG,Sudeste,4115,4097,4079,1,31036,Governador Valadares,3140100
3140159,Mário Campos/MG,MG,Sudeste,15416,15619,15814,0,31017,Betim,3140159
3140209,Maripá de Minas/MG,MG,Sudeste,2973,2987,3000,1,31047,São João Nepomuceno / bicas,3140209
3140308,Marliéria/MG,MG,Sudeste,4039,4034,4030,1,31035,Coronel Fabriciano/Timóteo,3140308
3140407,Marmelópolis/MG,MG,Sudeste,2755,2728,2701,1,31003,Itajubá,3140407
3140506,Martinho Campos/MG,MG,Sudeste,13388,13443,13497,1,31028,Bom Despacho,3140506
3140530,Martins Soares/MG,MG,Sudeste,8417,8531,8640,1,31059,Manhuaçu,3140530
3140555,Mata Verde/MG,MG,Sudeste,8586,8644,8700,1,31094,Almenara/Jacinto,3140555
3140605,Materlândia/MG,MG,Sudeste,4459,4436,4415,1,31020,Guanhães,3140605
3140704,Mateus Leme/MG,MG,Sudeste,31086,31364,31631,0,31017,Betim,3140704
3140803,Matias Barbosa/MG,MG,Sudeste,14468,14548,14626,1,31097,Juiz de Fora,3140803
3140852,Matias Cardoso/MG,MG,Sudeste,11157,11260,11360,1,31052,Janaúba/Monte Azul,3140852
3140902,Matipó/MG,MG,Sudeste,18908,19005,19098,1,31059,Manhuaçu,3140902
3141009,Mato Verde/MG,MG,Sudeste,12459,12412,12367,1,31052,Janaúba/Monte Azul,3141009
3141108,Matozinhos/MG,MG,Sudeste,37820,38151,38469,0,31025,Vespasiano,3141108
3141207,Matutina/MG,MG,Sudeste,3749,3741,3733,1,31082,São Gotardo,3141207
3141306,Medeiros/MG,MG,Sudeste,3802,3832,3861,1,31030,Formiga,3141306
3141405,Medina/MG,MG,Sudeste,20820,20759,20701,1,31065,Itaobim,3141405
3141504,Mendes Pimentel/MG,MG,Sudeste,6446,6446,6446,1,31038,Mantena,3141504
3141603,Mercês/MG,MG,Sudeste,10739,10758,10775,1,31048,Ubá,3141603
3141702,Mesquita/MG,MG,Sudeste,5605,5546,5489,1,31037,Ipatinga,3141702
3141801,Minas Novas/MG,MG,Sudeste,31484,31497,31509,1,31027,Turmalina/Minas Novas/Capelinha,3141801
3141900,Minduri/MG,MG,Sudeste,3894,3893,3891,1,31008,São Lourenço,3141900
3142007,Mirabela/MG,MG,Sudeste,13589,13620,13651,1,31084,Montes Claros ,3142007
3142106,Miradouro/MG,MG,Sudeste,10754,10787,10818,1,31045,Muriaé,3142106
3142205,Miraí/MG,MG,Sudeste,15014,15111,15205,1,31045,Muriaé,3142205
3142254,Miravânia/MG,MG,Sudeste,4888,4914,4939,1,31076,Manga,3142254
3142304,Moeda/MG,MG,Sudeste,4919,4934,4948,0,31016,Belo Horizonte/ Nova Lima/ Caeté ,3142304
3142403,Moema/MG,MG,Sudeste,7517,7554,7589,1,31028,Bom Despacho,3142403
3142502,Monjolos/MG,MG,Sudeste,2220,2202,2184,1,31019,Curvelo,3142502
3142601,Monsenhor Paulo/MG,MG,Sudeste,8688,8727,8764,1,31012,Varginha,3142601
3142700,Montalvânia/MG,MG,Sudeste,14877,14747,14621,1,31076,Manga,3142700
3142809,Monte Alegre de Minas/MG,MG,Sudeste,21120,21236,21349,1,31075,Uberlândia / Araguari,3142809
3142908,Monte Azul/MG,MG,Sudeste,20854,20696,20544,1,31052,Janaúba/Monte Azul,3142908
3143005,Monte Belo/MG,MG,Sudeste,13166,13152,13139,1,31002,Guaxupé,3143005
3143104,Monte Carmelo/MG,MG,Sudeste,47809,47931,48049,1,31074,Patrocínio / Monte Carmelo,3143104
3143153,Monte Formoso/MG,MG,Sudeste,4906,4923,4939,1,31065,Itaobim,3143153
3143203,Monte Santo de Minas/MG,MG,Sudeste,21524,21513,21504,1,31009,São Sebastião do Paraíso,3143203
3143302,Montes Claros/MG,MG,Sudeste,409341,413487,417478,1,31084,Montes Claros ,3143302
3143401,Monte Sião/MG,MG,Sudeste,23803,24029,24247,1,31007,Pouso Alegre,3143401
3143450,Montezuma/MG,MG,Sudeste,8249,8315,8379,1,31085,Taiobeiras,3143450
3143500,Morada Nova de Minas/MG,MG,Sudeste,8863,8910,8955,1,31024,Sete Lagoas,3143500
3143609,Morro da Garça/MG,MG,Sudeste,2462,2437,2413,1,31019,Curvelo,3143609
3143708,Morro do Pilar/MG,MG,Sudeste,3182,3153,3126,1,31021,Itabira,3143708
3143807,Munhoz/MG,MG,Sudeste,6029,5994,5960,1,31007,Pouso Alegre,3143807
3143906,Muriaé/MG,MG,Sudeste,108763,109392,109997,1,31045,Muriaé,3143906
3144003,Mutum/MG,MG,Sudeste,26979,26961,26945,1,31059,Manhuaçu,3144003
3144102,Muzambinho/MG,MG,Sudeste,20569,20545,20522,1,31002,Guaxupé,3144102
3144201,Nacip Raydan/MG,MG,Sudeste,3220,3220,3221,1,31036,Governador Valadares,3144201
3144300,Nanuque/MG,MG,Sudeste,40750,40665,40583,1,31066,Nanuque,3144300
3144359,Naque/MG,MG,Sudeste,6996,7051,7104,1,31037,Ipatinga,3144359
3144375,Natalândia/MG,MG,Sudeste,3311,3308,3306,1,31058,Unaí,3144375
3144409,Natércia/MG,MG,Sudeste,4730,4728,4727,1,31007,Pouso Alegre,3144409
3144508,Nazareno/MG,MG,Sudeste,8608,8660,8710,1,31015,São João Del Rei,3144508
3144607,Nepomuceno/MG,MG,Sudeste,26769,26826,26882,1,31004,Lavras,3144607
3144656,Ninheira/MG,MG,Sudeste,10295,10326,10355,1,31085,Taiobeiras,3144656
3144672,Nova Belém/MG,MG,Sudeste,3190,3128,3067,1,31038,Mantena,3144672
3144706,Nova Era/MG,MG,Sudeste,17578,17551,17524,1,31023,João Monlevade,3144706
3144805,Nova Lima/MG,MG,Sudeste,94889,96157,97378,0,31016,Belo Horizonte/ Nova Lima/ Caeté ,3144805
3144904,Nova Módica/MG,MG,Sudeste,3600,3573,3548,1,31096,Itambacuri,3144904
3145000,Nova Ponte/MG,MG,Sudeste,15545,15800,16046,1,31075,Uberlândia / Araguari,3145000
3145059,Nova Porteirinha/MG,MG,Sudeste,7500,7497,7493,1,31052,Janaúba/Monte Azul,3145059
3145109,Nova Resende/MG,MG,Sudeste,16723,16832,16937,1,31092,Passos,3145109
3145208,Nova Serrana/MG,MG,Sudeste,102693,105520,108241,1,31032,Pará de Minas,3145208
3145307,Novo Cruzeiro/MG,MG,Sudeste,31331,31335,31339,1,31099,Teófilo Otoni / Malacacheta,3145307
3145356,Novo Oriente de Minas/MG,MG,Sudeste,10755,10778,10800,1,31099,Teófilo Otoni / Malacacheta,3145356
3145372,Novorizonte/MG,MG,Sudeste,5299,5324,5348,1,31098,salinas,3145372
3145406,Olaria/MG,MG,Sudeste,1747,1720,1694,1,31090,Lima Duarte,3145406
3145455,Olhos-d'Água/MG,MG,Sudeste,6096,6171,6243,1,31083,Bocaiúva,3145455
3145505,Olímpio Noronha/MG,MG,Sudeste,2787,2809,2829,1,31008,São Lourenço,3145505
3145604,Oliveira/MG,MG,Sudeste,41687,41840,41987,1,31088,Oliveira/Santo Antônio do Amparo,3145604
3145703,Oliveira Fortes/MG,MG,Sudeste,2133,2130,2128,1,31046,Santos Dumont,3145703
3145802,Onça de Pitangui/MG,MG,Sudeste,3148,3152,3155,1,31032,Pará de Minas,3145802
3145851,Oratórios/MG,MG,Sudeste,4655,4663,4671,1,31060,Ponte Nova,3145851
3145877,Orizânia/MG,MG,Sudeste,8018,8079,8138,1,31042,Carangola,3145877
3145901,Ouro Branco/MG,MG,Sudeste,39500,39867,40220,1,31078,Congonhas,3145901
3146008,Ouro Fino/MG,MG,Sudeste,33639,33791,33938,1,31007,Pouso Alegre,3146008
3146107,Ouro Preto/MG,MG,Sudeste,74281,74558,74824,1,31022,Ouro Preto,3146107
3146206,Ouro Verde de Minas/MG,MG,Sudeste,5934,5914,5895,1,31099,Teófilo Otoni / Malacacheta,3146206
3146255,Padre Carvalho/MG,MG,Sudeste,6378,6423,6466,1,31098,salinas,3146255
3146305,Padre Paraíso/MG,MG,Sudeste,20154,20252,20346,1,31067,Padre Paraíso,3146305
3146404,Paineiras/MG,MG,Sudeste,4486,4462,4440,1,31024,Sete Lagoas,3146404
3146503,Pains/MG,MG,Sudeste,8283,8296,8308,1,31030,Formiga,3146503
3146552,Pai Pedro/MG,MG,Sudeste,6089,6094,6098,1,31052,Janaúba/Monte Azul,3146552
3146602,Paiva/MG,MG,Sudeste,1529,1523,1517,1,31013,Barbacena,3146602
3146701,Palma/MG,MG,Sudeste,6616,6611,6606,1,31044,Leopoldina / Cataguases,3146701
3146750,Palmópolis/MG,MG,Sudeste,5507,5349,5196,1,31094,Almenara/Jacinto,3146750
3146909,Papagaios/MG,MG,Sudeste,15674,15800,15922,1,31024,Sete Lagoas,3146909
3147006,Paracatu/MG,MG,Sudeste,93158,93862,94539,1,31058,Unaí,3147006
3147105,Pará de Minas/MG,MG,Sudeste,93969,94808,95616,0,31032,Pará de Minas,3147105
3147204,Paraguaçu/MG,MG,Sudeste,21513,21605,21693,1,31001,Alfenas / Machado,3147204
3147303,Paraisópolis/MG,MG,Sudeste,21083,21221,21353,1,31003,Itajubá,3147303
3147402,Paraopeba/MG,MG,Sudeste,24540,24700,24854,1,31024,Sete Lagoas,3147402
3147501,Passabém/MG,MG,Sudeste,1649,1633,1619,1,31021,Itabira,3147501
3147600,Passa Quatro/MG,MG,Sudeste,16344,16393,16439,1,31008,São Lourenço,3147600
3147709,Passa Tempo/MG,MG,Sudeste,8084,8057,8031,1,31088,Oliveira/Santo Antônio do Amparo,3147709
3147808,Passa Vinte/MG,MG,Sudeste,2039,2031,2024,1,31090,Lima Duarte,3147808
3147907,Passos/MG,MG,Sudeste,114679,115337,115970,1,31092,Passos,3147907
3147956,Patis/MG,MG,Sudeste,5972,6002,6031,1,31049,Brasília de Minas/São Francisco,3147956
3148004,Patos de Minas/MG,MG,Sudeste,152488,153585,154641,1,31057,Patos de Minas,3148004
3148103,Patrocínio/MG,MG,Sudeste,90757,91449,92116,1,31074,Patrocínio / Monte Carmelo,3148103
3148202,Patrocínio do Muriaé/MG,MG,Sudeste,5684,5715,5744,1,31045,Muriaé,3148202
3148301,Paula Cândido/MG,MG,Sudeste,9571,9584,9597,1,31061,Viçosa,3148301
3148400,Paulistas/MG,MG,Sudeste,4830,4812,4794,1,31080,Peçanha/São João Evangelista,3148400
3148509,Pavão/MG,MG,Sudeste,8450,8419,8390,1,31062,Águas Formosas,3148509
3148608,Peçanha/MG,MG,Sudeste,17541,17537,17534,1,31080,Peçanha/São João Evangelista,3148608
3148707,Pedra Azul/MG,MG,Sudeste,24324,24329,24333,1,31068,Pedra azul,3148707
3148756,Pedra Bonita/MG,MG,Sudeste,7097,7128,7157,1,31042,Carangola,3148756
3148806,Pedra do Anta/MG,MG,Sudeste,3052,3005,2960,1,31061,Viçosa,3148806
3148905,Pedra do Indaiá/MG,MG,Sudeste,3972,3974,3977,1,31087,Lagoa da Prata/Sto Ant do Monte,3148905
3149002,Pedra Dourada/MG,MG,Sudeste,2504,2532,2559,1,31042,Carangola,3149002
3149101,Pedralva/MG,MG,Sudeste,11195,11146,11098,1,31003,Itajubá,3149101
3149150,Pedras de Maria da Cruz/MG,MG,Sudeste,12107,12212,12313,1,31053,Januária,3149150
3149200,Pedrinópolis/MG,MG,Sudeste,3635,3643,3651,1,31070,Araxá,3149200
3149309,Pedro Leopoldo/MG,MG,Sudeste,64258,64712,65149,0,31025,Vespasiano,3149309
3149408,Pedro Teixeira/MG,MG,Sudeste,1807,1806,1804,1,31090,Lima Duarte,3149408
3149507,Pequeri/MG,MG,Sudeste,3320,3330,3340,1,31047,São João Nepomuceno / bicas,3149507
3149606,Pequi/MG,MG,Sudeste,4406,4432,4457,1,31024,Sete Lagoas,3149606
3149705,Perdigão/MG,MG,Sudeste,11506,11755,11994,1,31086,Divinópolis,3149705
3149804,Perdizes/MG,MG,Sudeste,16168,16321,16469,1,31070,Araxá,3149804
3149903,Perdões/MG,MG,Sudeste,21390,21485,21577,1,31004,Lavras,3149903
3149952,Periquito/MG,MG,Sudeste,6810,6773,6738,1,31037,Ipatinga,3149952
3150000,Pescador/MG,MG,Sudeste,4252,4256,4261,1,31096,Itambacuri,3150000
3150109,Piau/MG,MG,Sudeste,2748,2733,2719,1,31097,Juiz de Fora,3150109
3150158,Piedade de Caratinga/MG,MG,Sudeste,8566,8702,8832,1,31034,Caratinga,3150158
3150208,Piedade de Ponte Nova/MG,MG,Sudeste,4140,4140,4141,1,31060,Ponte Nova,3150208
3150307,Piedade do Rio Grande/MG,MG,Sudeste,4497,4466,4436,1,31015,São João Del Rei,3150307
3150406,Piedade dos Gerais/MG,MG,Sudeste,4982,5009,5034,1,31017,Betim,3150406
3150505,Pimenta/MG,MG,Sudeste,8660,8688,8715,1,31093,Piumhi,3150505
3150539,Pingo-d'Água/MG,MG,Sudeste,4941,4986,5029,1,31035,Coronel Fabriciano/Timóteo,3150539
3150570,Pintópolis/MG,MG,Sudeste,7507,7524,7540,1,31049,Brasília de Minas/São Francisco,3150570
3150604,Piracema/MG,MG,Sudeste,6409,6398,6386,1,31031,Itaúna,3150604
3150703,Pirajuba/MG,MG,Sudeste,6199,6348,6491,1,31071,Frutal / Iturama,3150703
3150802,Piranga/MG,MG,Sudeste,17626,17634,17641,1,31079,Conselheiro Lafaiete,3150802
3150901,Piranguçu/MG,MG,Sudeste,5472,5488,5504,1,31003,Itajubá,3150901
3151008,Piranguinho/MG,MG,Sudeste,8596,8640,8683,1,31003,Itajubá,3151008
3151107,Pirapetinga/MG,MG,Sudeste,10752,10772,10791,1,31041,Além  Paraíba,3151107
3151206,Pirapora/MG,MG,Sudeste,56428,56640,56845,1,31055,Pirapora,3151206
3151305,Piraúba/MG,MG,Sudeste,10787,10759,10732,1,31048,Ubá,3151305
3151404,Pitangui/MG,MG,Sudeste,27989,28215,28433,1,31032,Pará de Minas,3151404
3151503,Piumhi/MG,MG,Sudeste,34691,34918,35137,1,31093,Piumhi,3151503
3151602,Planura/MG,MG,Sudeste,12133,12292,12445,1,31071,Frutal / Iturama,3151602
3151701,Poço Fundo/MG,MG,Sudeste,16791,16846,16900,1,31001,Alfenas / Machado,3151701
3151800,Poços de Caldas/MG,MG,Sudeste,167397,168641,169838,1,31006,Poços de Caldas,3151800
3151909,Pocrane/MG,MG,Sudeste,8432,8359,8288,1,31059,Manhuaçu,3151909
3152006,Pompéu/MG,MG,Sudeste,31812,32035,32248,1,31024,Sete Lagoas,3152006
3152105,Ponte Nova/MG,MG,Sudeste,59742,59875,60003,1,31060,Ponte Nova,3152105
3152131,Ponto Chique/MG,MG,Sudeste,4261,4283,4305,1,31055,Pirapora,3152131
3152170,Ponto dos Volantes/MG,MG,Sudeste,12121,12179,12235,1,31065,Itaobim,3152170
3152204,Porteirinha/MG,MG,Sudeste,37906,37864,37823,1,31052,Janaúba/Monte Azul,3152204
3152303,Porto Firme/MG,MG,Sudeste,11279,11348,11414,1,31061,Viçosa,3152303
3152402,Poté/MG,MG,Sudeste,16555,16616,16675,1,31099,Teófilo Otoni / Malacacheta,3152402
3152501,Pouso Alegre/MG,MG,Sudeste,150737,152549,154293,1,31007,Pouso Alegre,3152501
3152600,Pouso Alto/MG,MG,Sudeste,5940,5900,5862,1,31008,São Lourenço,3152600
3152709,Prados/MG,MG,Sudeste,9031,9080,9128,1,31015,São João Del Rei,3152709
3152808,Prata/MG,MG,Sudeste,27856,28017,28173,1,31075,Uberlândia / Araguari,3152808
3152907,Pratápolis/MG,MG,Sudeste,8603,8566,8530,1,31009,São Sebastião do Paraíso,3152907
3153004,Pratinha/MG,MG,Sudeste,3603,3631,3658,1,31070,Araxá,3153004
3153103,Presidente Bernardes/MG,MG,Sudeste,5369,5341,5315,1,31048,Ubá,3153103
3153202,Presidente Juscelino/MG,MG,Sudeste,3641,3606,3572,1,31019,Curvelo,3153202
3153301,Presidente Kubitschek/MG,MG,Sudeste,3002,3001,3000,1,31026,Diamantina,3153301
3153400,Presidente Olegário/MG,MG,Sudeste,19573,19627,19680,1,31057,Patos de Minas,3153400
3153509,Alto Jequitibá/MG,MG,Sudeste,8317,8301,8286,1,31059,Manhuaçu,3153509
3153608,Prudente de Morais/MG,MG,Sudeste,10733,10834,10931,0,31024,Sete Lagoas,3153608
3153707,Quartel Geral/MG,MG,Sudeste,3563,3584,3603,1,31024,Sete Lagoas,3153707
3153806,Queluzito/MG,MG,Sudeste,1939,1943,1948,1,31079,Conselheiro Lafaiete,3153806
3153905,Raposos/MG,MG,Sudeste,16354,16429,16501,0,31016,Belo Horizonte/ Nova Lima/ Caeté ,3153905
3154002,Raul Soares/MG,MG,Sudeste,23762,23711,23663,1,31060,Ponte Nova,3154002
3154101,Recreio/MG,MG,Sudeste,10517,10520,10522,1,31044,Leopoldina / Cataguases,3154101
3154150,Reduto/MG,MG,Sudeste,7154,7201,7247,1,31059,Manhuaçu,3154150
3154200,Resende Costa/MG,MG,Sudeste,11500,11540,11578,1,31015,São João Del Rei,3154200
3154309,Resplendor/MG,MG,Sudeste,17397,17396,17396,1,31040,Resplendor,3154309
3154408,Ressaquinha/MG,MG,Sudeste,4808,4817,4826,1,31013,Barbacena,3154408
3154457,Riachinho/MG,MG,Sudeste,8136,8134,8132,1,31058,Unaí,3154457
3154507,Riacho dos Machados/MG,MG,Sudeste,9481,9476,9471,1,31052,Janaúba/Monte Azul,3154507
3154606,Ribeirão das Neves/MG,MG,Sudeste,334858,338197,341415,0,31016,Belo Horizonte/ Nova Lima/ Caeté ,3154606
3154705,Ribeirão Vermelho/MG,MG,Sudeste,4033,4047,4061,1,31004,Lavras,3154705
3154804,Rio Acima/MG,MG,Sudeste,10312,10420,10524,0,31016,Belo Horizonte/ Nova Lima/ Caeté ,3154804
3154903,Rio Casca/MG,MG,Sudeste,13564,13473,13384,1,31060,Ponte Nova,3154903
3155009,Rio Doce/MG,MG,Sudeste,2610,2620,2630,1,31060,Ponte Nova,3155009
3155108,Rio do Prado/MG,MG,Sudeste,5150,5133,5117,1,31094,Almenara/Jacinto,3155108
