ibge,city,state,region,pop2019,pop2020,pop2021,isCountryside,cod_RegiaoDeSaude,name_RegiaoDeSaude,ibge_id
2910800,Feira de Santana/BA,BA,Nordeste,614872,619609,624107,1,29006,Feira de Santana,2910800
2910859,Filadélfia/BA,BA,Nordeste,16377,16345,16314,1,29024,Senhor do Bonfim,2910859
2910909,Firmino Alves/BA,BA,Nordeste,5617,5629,5641,1,29013,Itapetinga,2910909
2911006,Floresta Azul/BA,BA,Nordeste,10629,10575,10525,1,29012,Itabuna,2911006
2911105,Formosa do Rio Preto/BA,BA,Nordeste,25591,25857,26111,1,29002,Barreiras,2911105
2911204,Gandu/BA,BA,Nordeste,32403,32596,32778,1,29027,Valença,2911204
2911253,Gavião/BA,BA,Nordeste,4463,4440,4417,1,29006,Feira de Santana,2911253
2911303,Gentio do Ouro/BA,BA,Nordeste,11233,11259,11284,1,29010,Irecê,2911303
2911402,Glória/BA,BA,Nordeste,15221,15234,15247,1,29017,Paulo Afonso,2911402
2911501,Gongogi/BA,BA,Nordeste,7128,6985,6852,1,29012,Itabuna,2911501
2911600,Governador Mangabeira/BA,BA,Nordeste,20722,20762,20800,1,29005,Cruz das Almas,2911600
2911659,Guajeru/BA,BA,Nordeste,6937,6646,6371,1,29003,Brumado,2911659
2911709,Guanambi/BA,BA,Nordeste,84481,84928,85353,1,29007,Guanambi,2911709
2911808,Guaratinga/BA,BA,Nordeste,20843,20700,20565,1,29018,Porto Seguro,2911808
2911857,Heliópolis/BA,BA,Nordeste,13031,12987,12946,1,29019,Ribeira do Pombal,2911857
2911907,Iaçu/BA,BA,Nordeste,24305,24121,23950,1,29011,Itaberaba,2911907
2912004,Ibiassucê/BA,BA,Nordeste,9224,9031,8849,1,29007,Guanambi,2912004
2912103,Ibicaraí/BA,BA,Nordeste,21689,21378,21083,1,29012,Itabuna,2912103
2912202,Ibicoara/BA,BA,Nordeste,19571,19786,19990,1,29003,Brumado,2912202
2912301,Ibicuí/BA,BA,Nordeste,16198,16230,16262,1,29013,Itapetinga,2912301
2912400,Ibipeba/BA,BA,Nordeste,18211,18319,18421,1,29010,Irecê,2912400
2912509,Ibipitanga/BA,BA,Nordeste,14902,14947,14989,1,29003,Brumado,2912509
2912608,Ibiquera/BA,BA,Nordeste,4044,4046,4047,1,29011,Itaberaba,2912608
2912707,Ibirapitanga/BA,BA,Nordeste,23375,23404,23433,1,29012,Itabuna,2912707
2912806,Ibirapuã/BA,BA,Nordeste,8637,8690,8740,1,29026,Teixeira de Freitas,2912806
2912905,Ibirataia/BA,BA,Nordeste,15312,14882,14476,1,29015,Jequié,2912905
2913002,Ibitiara/BA,BA,Nordeste,16339,16403,16463,1,29023,Seabra,2913002
2913101,Ibititá/BA,BA,Nordeste,17113,17080,17048,1,29010,Irecê,2913101
2913200,Ibotirama/BA,BA,Nordeste,26927,27003,27076,1,29008,Ibotirama,2913200
2913309,Ichu/BA,BA,Nordeste,6206,6220,6232,1,29006,Feira de Santana,2913309
2913408,Igaporã/BA,BA,Nordeste,15640,15650,15661,1,29007,Guanambi,2913408
2913457,Igrapiúna/BA,BA,Nordeste,13226,13091,12963,1,29027,Valença,2913457
2913507,Iguaí/BA,BA,Nordeste,26916,26963,27006,1,29013,Itapetinga,2913507
2913606,Ilhéus/BA,BA,Nordeste,162327,159923,157639,1,29009,Ilhéus,2913606
2913705,Inhambupe/BA,BA,Nordeste,39926,40333,40720,1,29001,Alagoinhas,2913705
2913804,Ipecaetá/BA,BA,Nordeste,14487,14354,14229,1,29006,Feira de Santana,2913804
2913903,Ipiaú/BA,BA,Nordeste,45873,45922,45969,1,29015,Jequié,2913903
2914000,Ipirá/BA,BA,Nordeste,59595,59435,59281,1,29006,Feira de Santana,2914000
2914109,Ipupiara/BA,BA,Nordeste,9865,9911,9954,1,29008,Ibotirama,2914109
2914208,Irajuba/BA,BA,Nordeste,7260,7279,7295,1,29015,Jequié,2914208
2914307,Iramaia/BA,BA,Nordeste,8537,8197,7874,1,29015,Jequié,2914307
2914406,Iraquara/BA,BA,Nordeste,25216,25478,25728,1,29023,Seabra,2914406
2914505,Irará/BA,BA,Nordeste,29034,29173,29305,1,29006,Feira de Santana,2914505
2914604,Irecê/BA,BA,Nordeste,72967,73524,74050,1,29010,Irecê,2914604
2914653,Itabela/BA,BA,Nordeste,30584,30747,30901,1,29018,Porto Seguro,2914653
2914703,Itaberaba/BA,BA,Nordeste,64489,64646,64795,1,29011,Itaberaba,2914703
2914802,Itabuna/BA,BA,Nordeste,213223,213685,214123,1,29012,Itabuna,2914802
2914901,Itacaré/BA,BA,Nordeste,28296,28684,29051,1,29009,Ilhéus,2914901
2915007,Itaeté/BA,BA,Nordeste,16056,16110,16164,1,29011,Itaberaba,2915007
2915106,Itagi/BA,BA,Nordeste,12351,12242,12140,1,29015,Jequié,2915106
2915205,Itagibá/BA,BA,Nordeste,14579,14452,14331,1,29015,Jequié,2915205
2915304,Itagimirim/BA,BA,Nordeste,6869,6825,6784,1,29018,Porto Seguro,2915304
2915353,Itaguaçu da Bahia/BA,BA,Nordeste,14429,14542,14650,1,29010,Irecê,2915353
2915403,Itaju do Colônia/BA,BA,Nordeste,6682,6596,6515,1,29012,Itabuna,2915403
2915502,Itajuípe/BA,BA,Nordeste,20491,20398,20309,1,29012,Itabuna,2915502
2915601,Itamaraju/BA,BA,Nordeste,64486,64455,64423,1,29026,Teixeira de Freitas,2915601
2915700,Itamari/BA,BA,Nordeste,8035,8003,7971,1,29015,Jequié,2915700
2915809,Itambé/BA,BA,Nordeste,23049,22754,22474,1,29013,Itapetinga,2915809
2915908,Itanagra/BA,BA,Nordeste,6441,6436,6433,1,29001,Alagoinhas,2915908
2916005,Itanhém/BA,BA,Nordeste,19405,19316,19231,1,29026,Teixeira de Freitas,2916005
2916104,Itaparica/BA,BA,Nordeste,22228,22337,22440,0,29020,Salvador,2916104
2916203,Itapé/BA,BA,Nordeste,8761,8526,8300,1,29012,Itabuna,2916203
2916302,Itapebi/BA,BA,Nordeste,10259,10215,10173,1,29018,Porto Seguro,2916302
2916401,Itapetinga/BA,BA,Nordeste,76147,76795,77408,1,29013,Itapetinga,2916401
2916500,Itapicuru/BA,BA,Nordeste,35576,35883,36173,1,29001,Alagoinhas,2916500
2916609,Itapitanga/BA,BA,Nordeste,10313,10298,10284,1,29012,Itabuna,2916609
2916708,Itaquara/BA,BA,Nordeste,8319,8347,8375,1,29015,Jequié,2916708
2916807,Itarantim/BA,BA,Nordeste,19747,19843,19937,1,29013,Itapetinga,2916807
2916856,Itatim/BA,BA,Nordeste,14487,14539,14588,1,29022,Santo Antônio de Jesus,2916856
2916906,Itiruçu/BA,BA,Nordeste,12576,12528,12482,1,29015,Jequié,2916906
2917003,Itiúba/BA,BA,Nordeste,36089,36116,36140,1,29024,Senhor do Bonfim,2917003
2917102,Itororó/BA,BA,Nordeste,20382,20388,20394,1,29013,Itapetinga,2917102
2917201,Ituaçu/BA,BA,Nordeste,18962,19030,19095,1,29003,Brumado,2917201
2917300,Ituberá/BA,BA,Nordeste,28602,28740,28870,1,29027,Valença,2917300
2917334,Iuiu/BA,BA,Nordeste,10994,11016,11038,1,29007,Guanambi,2917334
2917359,Jaborandi/BA,BA,Nordeste,8385,8277,8176,1,29021,Santa Maria da Vitória,2917359
2917409,Jacaraci/BA,BA,Nordeste,14842,14850,14855,1,29007,Guanambi,2917409
2917508,Jacobina/BA,BA,Nordeste,80518,80635,80749,1,29014,Jacobina,2917508
2917607,Jaguaquara/BA,BA,Nordeste,54423,54673,54913,1,29015,Jequié,2917607
2917706,Jaguarari/BA,BA,Nordeste,33570,33746,33915,1,29024,Senhor do Bonfim,2917706
2917805,Jaguaripe/BA,BA,Nordeste,18788,18981,19162,1,29022,Santo Antônio de Jesus,2917805
2917904,Jandaíra/BA,BA,Nordeste,10709,10726,10742,1,29001,Alagoinhas,2917904
2918001,Jequié/BA,BA,Nordeste,155966,156126,156277,1,29015,Jequié,2918001
2918100,Jeremoabo/BA,BA,Nordeste,40463,40651,40832,1,29017,Paulo Afonso,2918100
2918209,Jiquiriçá/BA,BA,Nordeste,14537,14557,14576,1,29022,Santo Antônio de Jesus,2918209
2918308,Jitaúna/BA,BA,Nordeste,11166,10808,10470,1,29015,Jequié,2918308
2918357,João Dourado/BA,BA,Nordeste,25188,25402,25606,1,29010,Irecê,2918357
2918407,Juazeiro/BA,BA,Nordeste,216707,218162,219544,1,29016,Juazeiro,2918407
2918456,Jucuruçu/BA,BA,Nordeste,9126,8988,8856,1,29026,Teixeira de Freitas,2918456
2918506,Jussara/BA,BA,Nordeste,15284,15262,15241,1,29010,Irecê,2918506
2918555,Jussari/BA,BA,Nordeste,5833,5768,5706,1,29012,Itabuna,2918555
2918605,Jussiape/BA,BA,Nordeste,6186,5976,5777,1,29003,Brumado,2918605
2918704,Lafaiete Coutinho/BA,BA,Nordeste,3724,3693,3663,1,29015,Jequié,2918704
2918753,Lagoa Real/BA,BA,Nordeste,15665,15770,15870,1,29007,Guanambi,2918753
2918803,Laje/BA,BA,Nordeste,23840,24032,24214,1,29022,Santo Antônio de Jesus,2918803
2918902,Lajedão/BA,BA,Nordeste,3955,3975,3993,1,29026,Teixeira de Freitas,2918902
2919009,Lajedinho/BA,BA,Nordeste,3783,3758,3735,1,29011,Itaberaba,2919009
2919058,Lajedo do Tabocal/BA,BA,Nordeste,8562,8577,8591,1,29015,Jequié,2919058
2919108,Lamarão/BA,BA,Nordeste,8307,8191,8078,1,29025,Serrinha,2919108
2919157,Lapão/BA,BA,Nordeste,27223,27274,27323,1,29010,Irecê,2919157
2919207,Lauro de Freitas/BA,BA,Nordeste,198440,201635,204669,0,29020,Salvador,2919207
2919306,Lençóis/BA,BA,Nordeste,11409,11499,11586,1,29023,Seabra,2919306
2919405,Licínio de Almeida/BA,BA,Nordeste,12388,12373,12357,1,29007,Guanambi,2919405
2919504,Livramento de Nossa Senhora/BA,BA,Nordeste,45732,46062,46372,1,29003,Brumado,2919504
2919553,Luís Eduardo Magalhães/BA,BA,Nordeste,87519,90162,92671,1,29002,Barreiras,2919553
2919603,Macajuba/BA,BA,Nordeste,11348,11332,11318,1,29011,Itaberaba,2919603
2919702,Macarani/BA,BA,Nordeste,18755,18909,19056,1,29013,Itapetinga,2919702
2919801,Macaúbas/BA,BA,Nordeste,49826,50161,50481,1,29003,Brumado,2919801
2919900,Macururé/BA,BA,Nordeste,7824,7787,7752,1,29017,Paulo Afonso,2919900
2919926,Madre de Deus/BA,BA,Nordeste,21093,21432,21754,0,29020,Salvador,2919926
2919959,Maetinga/BA,BA,Nordeste,3161,2764,2386,1,29028,Vitória da Conquista,2919959
2920007,Maiquinique/BA,BA,Nordeste,10112,10206,10294,1,29013,Itapetinga,2920007
2920106,Mairi/BA,BA,Nordeste,18676,18602,18535,1,29014,Jacobina,2920106
2920205,Malhada/BA,BA,Nordeste,16845,16861,16875,1,29007,Guanambi,2920205
2920304,Malhada de Pedras/BA,BA,Nordeste,8393,8359,8326,1,29003,Brumado,2920304
2920403,Manoel Vitorino/BA,BA,Nordeste,13240,13087,12944,1,29015,Jequié,2920403
2920452,Mansidão/BA,BA,Nordeste,13643,13734,13822,1,29002,Barreiras,2920452
2920502,Maracás/BA,BA,Nordeste,20834,20393,19973,1,29015,Jequié,2920502
2920601,Maragogipe/BA,BA,Nordeste,44677,44793,44902,1,29005,Cruz das Almas,2920601
2920700,Maraú/BA,BA,Nordeste,20570,20617,20664,1,29012,Itabuna,2920700
2920809,Marcionílio Souza/BA,BA,Nordeste,10406,10380,10357,1,29011,Itaberaba,2920809
2920908,Mascote/BA,BA,Nordeste,13822,13717,13619,1,29009,Ilhéus,2920908
2921005,Mata de São João/BA,BA,Nordeste,46583,47126,47643,0,29004,Camaçari,2921005
2921054,Matina/BA,BA,Nordeste,12201,12283,12359,1,29007,Guanambi,2921054
2921104,Medeiros Neto/BA,BA,Nordeste,22688,22716,22741,1,29026,Teixeira de Freitas,2921104
2921203,Miguel Calmon/BA,BA,Nordeste,26023,25894,25771,1,29014,Jacobina,2921203
2921302,Milagres/BA,BA,Nordeste,10950,10893,10838,1,29022,Santo Antônio de Jesus,2921302
2921401,Mirangaba/BA,BA,Nordeste,18338,18474,18603,1,29014,Jacobina,2921401
2921450,Mirante/BA,BA,Nordeste,8641,8447,8264,1,29028,Vitória da Conquista,2921450
2921500,Monte Santo/BA,BA,Nordeste,49418,49278,49145,1,29025,Serrinha,2921500
2921609,Morpará/BA,BA,Nordeste,8519,8497,8476,1,29008,Ibotirama,2921609
2921708,Morro do Chapéu/BA,BA,Nordeste,35413,35440,35466,1,29014,Jacobina,2921708
2921807,Mortugaba/BA,BA,Nordeste,12042,12052,12063,1,29007,Guanambi,2921807
2921906,Mucugê/BA,BA,Nordeste,9062,8889,8725,1,29023,Seabra,2921906
2922003,Mucuri/BA,BA,Nordeste,41748,42251,42729,1,29026,Teixeira de Freitas,2922003
2922052,Mulungu do Morro/BA,BA,Nordeste,10889,10673,10469,1,29010,Irecê,2922052
2922102,Mundo Novo/BA,BA,Nordeste,26776,26970,27153,1,29006,Feira de Santana,2922102
2922201,Muniz Ferreira/BA,BA,Nordeste,7422,7443,7464,1,29022,Santo Antônio de Jesus,2922201
2922250,Muquém do São Francisco/BA,BA,Nordeste,11348,11417,11479,1,29008,Ibotirama,2922250
2922300,Muritiba/BA,BA,Nordeste,29399,29410,29420,1,29005,Cruz das Almas,2922300
2922409,Mutuípe/BA,BA,Nordeste,22221,22282,22340,1,29022,Santo Antônio de Jesus,2922409
2922508,Nazaré/BA,BA,Nordeste,28525,28594,28661,1,29022,Santo Antônio de Jesus,2922508
2922607,Nilo Peçanha/BA,BA,Nordeste,13997,14079,14156,1,29027,Valença,2922607
2922656,Nordestina/BA,BA,Nordeste,13130,13164,13197,1,29025,Serrinha,2922656
2922706,Nova Canaã/BA,BA,Nordeste,16462,16472,16482,1,29013,Itapetinga,2922706
2922730,Nova Fátima/BA,BA,Nordeste,7812,7821,7830,1,29006,Feira de Santana,2922730
2922755,Nova Ibiá/BA,BA,Nordeste,6591,6554,6518,1,29027,Valença,2922755
2922805,Nova Itarana/BA,BA,Nordeste,8226,8279,8328,1,29015,Jequié,2922805
2922854,Nova Redenção/BA,BA,Nordeste,9118,9123,9126,1,29011,Itaberaba,2922854
2922904,Nova Soure/BA,BA,Nordeste,26947,26998,27047,1,29019,Ribeira do Pombal,2922904
2923001,Nova Viçosa/BA,BA,Nordeste,43376,43783,44170,1,29026,Teixeira de Freitas,2923001
2923035,Novo Horizonte/BA,BA,Nordeste,12385,12522,12653,1,29023,Seabra,2923035
2923050,Novo Triunfo/BA,BA,Nordeste,15440,15443,15445,1,29019,Ribeira do Pombal,2923050
2923100,Olindina/BA,BA,Nordeste,28229,28304,28373,1,29019,Ribeira do Pombal,2923100
2923209,Oliveira dos Brejinhos/BA,BA,Nordeste,21825,21810,21797,1,29008,Ibotirama,2923209
2923308,Ouriçangas/BA,BA,Nordeste,8564,8570,8575,1,29001,Alagoinhas,2923308
2923357,Ourolândia/BA,BA,Nordeste,17451,17511,17567,1,29014,Jacobina,2923357
2923407,Palmas de Monte Alto/BA,BA,Nordeste,21750,21796,21840,1,29007,Guanambi,2923407
2923506,Palmeiras/BA,BA,Nordeste,9019,9071,9123,1,29023,Seabra,2923506
2923605,Paramirim/BA,BA,Nordeste,21607,21695,21777,1,29003,Brumado,2923605
2923704,Paratinga/BA,BA,Nordeste,32000,32141,32274,1,29008,Ibotirama,2923704
2923803,Paripiranga/BA,BA,Nordeste,28989,29058,29124,1,29019,Ribeira do Pombal,2923803
2923902,Pau Brasil/BA,BA,Nordeste,9831,9686,9550,1,29012,Itabuna,2923902
2924009,Paulo Afonso/BA,BA,Nordeste,117782,118516,119213,1,29017,Paulo Afonso,2924009
2924058,Pé de Serra/BA,BA,Nordeste,13578,13556,13535,1,29006,Feira de Santana,2924058
2924108,Pedrão/BA,BA,Nordeste,7347,7394,7438,1,29001,Alagoinhas,2924108
2924207,Pedro Alexandre/BA,BA,Nordeste,16667,16682,16698,1,29017,Paulo Afonso,2924207
2924306,Piatã/BA,BA,Nordeste,17123,16984,16854,1,29023,Seabra,2924306
2924405,Pilão Arcado/BA,BA,Nordeste,35048,35175,35295,1,29016,Juazeiro,2924405
2924504,Pindaí/BA,BA,Nordeste,16260,16285,16308,1,29007,Guanambi,2924504
2924603,Pindobaçu/BA,BA,Nordeste,20150,20098,20048,1,29024,Senhor do Bonfim,2924603
2924652,Pintadas/BA,BA,Nordeste,10437,10394,10353,1,29006,Feira de Santana,2924652
2924678,Piraí do Norte/BA,BA,Nordeste,10023,10036,10050,1,29027,Valença,2924678
2924702,Piripá/BA,BA,Nordeste,10707,10475,10253,1,29028,Vitória da Conquista,2924702
2924801,Piritiba/BA,BA,Nordeste,24755,24964,25162,1,29014,Jacobina,2924801
2924900,Planaltino/BA,BA,Nordeste,9322,9370,9415,1,29015,Jequié,2924900
2925006,Planalto/BA,BA,Nordeste,26265,26426,26581,1,29028,Vitória da Conquista,2925006
2925105,Poções/BA,BA,Nordeste,46871,46879,46885,1,29028,Vitória da Conquista,2925105
2925204,Pojuca/BA,BA,Nordeste,39519,39972,40401,0,29004,Camaçari,2925204
2925253,Ponto Novo/BA,BA,Nordeste,14914,14819,14729,1,29024,Senhor do Bonfim,2925253
2925303,Porto Seguro/BA,BA,Nordeste,148686,150658,152529,1,29018,Porto Seguro,2925303
2925402,Potiraguá/BA,BA,Nordeste,7224,6916,6623,1,29013,Itapetinga,2925402
2925501,Prado/BA,BA,Nordeste,28174,28194,28214,1,29026,Teixeira de Freitas,2925501
2925600,Presidente Dutra/BA,BA,Nordeste,15142,15160,15180,1,29010,Irecê,2925600
2925709,Presidente Jânio Quadros/BA,BA,Nordeste,12338,12179,12028,1,29028,Vitória da Conquista,2925709
2925758,Presidente Tancredo Neves/BA,BA,Nordeste,27719,28004,28272,1,29022,Santo Antônio de Jesus,2925758
2925808,Queimadas/BA,BA,Nordeste,25439,25433,25428,1,29025,Serrinha,2925808
2925907,Quijingue/BA,BA,Nordeste,27580,27626,27672,1,29025,Serrinha,2925907
2925931,Quixabeira/BA,BA,Nordeste,8972,8956,8939,1,29014,Jacobina,2925931
2925956,Rafael Jambeiro/BA,BA,Nordeste,22621,22633,22643,1,29006,Feira de Santana,2925956
2926004,Remanso/BA,BA,Nordeste,41008,41170,41324,1,29016,Juazeiro,2926004
2926103,Retirolândia/BA,BA,Nordeste,14396,14495,14588,1,29025,Serrinha,2926103
2926202,Riachão das Neves/BA,BA,Nordeste,22339,22334,22330,1,29002,Barreiras,2926202
2926301,Riachão do Jacuípe/BA,BA,Nordeste,33436,33468,33498,1,29006,Feira de Santana,2926301
2926400,Riacho de Santana/BA,BA,Nordeste,35421,35593,35757,1,29007,Guanambi,2926400
2926509,Ribeira do Amparo/BA,BA,Nordeste,14592,14612,14631,1,29019,Ribeira do Pombal,2926509
2926608,Ribeira do Pombal/BA,BA,Nordeste,53807,53956,54097,1,29019,Ribeira do Pombal,2926608
2926657,Ribeirão do Largo/BA,BA,Nordeste,5812,5343,4896,1,29028,Vitória da Conquista,2926657
2926707,Rio de Contas/BA,BA,Nordeste,12989,12932,12878,1,29003,Brumado,2926707
2926806,Rio do Antônio/BA,BA,Nordeste,15371,15448,15521,1,29007,Guanambi,2926806
2926905,Rio do Pires/BA,BA,Nordeste,11655,11663,11672,1,29003,Brumado,2926905
2927002,Rio Real/BA,BA,Nordeste,40732,40976,41209,1,29001,Alagoinhas,2927002
2927101,Rodelas/BA,BA,Nordeste,9331,9442,9548,1,29017,Paulo Afonso,2927101
2927200,Ruy Barbosa/BA,BA,Nordeste,30814,30857,30900,1,29011,Itaberaba,2927200
2927309,Salinas da Margarida/BA,BA,Nordeste,15667,15862,16047,1,29022,Santo Antônio de Jesus,2927309
2927408,Salvador/BA,BA,Nordeste,2872347,2886698,2900319,0,29020,Salvador,2927408
2927507,Santa Bárbara/BA,BA,Nordeste,20791,20883,20971,1,29006,Feira de Santana,2927507
2927606,Santa Brígida/BA,BA,Nordeste,14213,14063,13917,1,29017,Paulo Afonso,2927606
2927705,Santa Cruz Cabrália/BA,BA,Nordeste,27778,27922,28058,1,29018,Porto Seguro,2927705
2927804,Santa Cruz da Vitória/BA,BA,Nordeste,6315,6278,6241,1,29012,Itabuna,2927804
2927903,Santa Inês/BA,BA,Nordeste,10631,10606,10583,1,29015,Jequié,2927903
2928000,Santaluz/BA,BA,Nordeste,37348,37531,37704,1,29025,Serrinha,2928000
2928059,Santa Luzia/BA,BA,Nordeste,12597,12449,12308,1,29009,Ilhéus,2928059
2928109,Santa Maria da Vitória/BA,BA,Nordeste,39845,39775,39707,1,29021,Santa Maria da Vitória,2928109
2928208,Santana/BA,BA,Nordeste,26614,26705,26792,1,29021,Santa Maria da Vitória,2928208
2928307,Santanópolis/BA,BA,Nordeste,8943,8966,8987,1,29006,Feira de Santana,2928307
2928406,Santa Rita de Cássia/BA,BA,Nordeste,28338,28481,28613,1,29002,Barreiras,2928406
2928505,Santa Teresinha/BA,BA,Nordeste,10405,10464,10520,1,29022,Santo Antônio de Jesus,2928505
2928604,Santo Amaro/BA,BA,Nordeste,60069,60131,60190,1,29020,Salvador,2928604
2928703,Santo Antônio de Jesus/BA,BA,Nordeste,101512,102380,103204,1,29022,Santo Antônio de Jesus,2928703
2928802,Santo Estêvão/BA,BA,Nordeste,52850,53269,53666,1,29006,Feira de Santana,2928802
2928901,São Desidério/BA,BA,Nordeste,33742,34266,34764,1,29002,Barreiras,2928901
2928950,São Domingos/BA,BA,Nordeste,9058,9072,9085,1,29025,Serrinha,2928950
2929008,São Félix/BA,BA,Nordeste,14740,14762,14784,1,29005,Cruz das Almas,2929008
2929057,São Félix do Coribe/BA,BA,Nordeste,15391,15468,15543,1,29021,Santa Maria da Vitória,2929057
2929107,São Felipe/BA,BA,Nordeste,21074,21080,21083,1,29022,Santo Antônio de Jesus,2929107
2929206,São Francisco do Conde/BA,BA,Nordeste,39802,40245,40664,0,29020,Salvador,2929206
2929255,São Gabriel/BA,BA,Nordeste,18793,18789,18785,1,29010,Irecê,2929255
2929305,São Gonçalo dos Campos/BA,BA,Nordeste,37550,37942,38315,1,29006,Feira de Santana,2929305
2929354,São José da Vitória/BA,BA,Nordeste,5657,5608,5562,1,29012,Itabuna,2929354
2929370,São José do Jacuípe/BA,BA,Nordeste,10462,10505,10546,1,29014,Jacobina,2929370
2929404,São Miguel das Matas/BA,BA,Nordeste,11675,11704,11733,1,29022,Santo Antônio de Jesus,2929404
2929503,São Sebastião do Passé/BA,BA,Nordeste,44300,44430,44554,0,29020,Salvador,2929503
2929602,Sapeaçu/BA,BA,Nordeste,17398,17409,17421,1,29005,Cruz das Almas,2929602
2929701,Sátiro Dias/BA,BA,Nordeste,17273,17302,17330,1,29001,Alagoinhas,2929701
2929750,Saubara/BA,BA,Nordeste,12043,12105,12163,1,29020,Salvador,2929750
2929800,Saúde/BA,BA,Nordeste,12913,12943,12971,1,29014,Jacobina,2929800
2929909,Seabra/BA,BA,Nordeste,44091,44234,44370,1,29023,Seabra,2929909
2930006,Sebastião Laranjeiras/BA,BA,Nordeste,11434,11512,11586,1,29007,Guanambi,2930006
2930105,Senhor do Bonfim/BA,BA,Nordeste,79015,79424,79813,1,29024,Senhor do Bonfim,2930105
2930154,Serra do Ramalho/BA,BA,Nordeste,31472,31416,31362,1,29021,Santa Maria da Vitória,2930154
2930204,Sento Sé/BA,BA,Nordeste,40684,40989,41279,1,29016,Juazeiro,2930204
2930303,Serra Dourada/BA,BA,Nordeste,17386,17321,17261,1,29021,Santa Maria da Vitória,2930303
2930402,Serra Preta/BA,BA,Nordeste,14878,14699,14531,1,29006,Feira de Santana,2930402
2930501,Serrinha/BA,BA,Nordeste,80861,81286,81693,1,29025,Serrinha,2930501
2930600,Serrolândia/BA,BA,Nordeste,13397,13446,13490,1,29014,Jacobina,2930600
2930709,Simões Filho/BA,BA,Nordeste,134377,135783,137117,0,29004,Camaçari,2930709
2930758,Sítio do Mato/BA,BA,Nordeste,13012,13059,13104,1,29021,Santa Maria da Vitória,2930758
2930766,Sítio do Quinto/BA,BA,Nordeste,9986,9701,9431,1,29019,Ribeira do Pombal,2930766
2930774,Sobradinho/BA,BA,Nordeste,23191,23233,23274,1,29016,Juazeiro,2930774
2930808,Souto Soares/BA,BA,Nordeste,16979,17050,17118,1,29023,Seabra,2930808
2930907,Tabocas do Brejo Velho/BA,BA,Nordeste,12518,12516,12515,1,29002,Barreiras,2930907
2931004,Tanhaçu/BA,BA,Nordeste,20403,20393,20383,1,29003,Brumado,2931004
2931053,Tanque Novo/BA,BA,Nordeste,17366,17443,17518,1,29007,Guanambi,2931053
2931103,Tanquinho/BA,BA,Nordeste,7918,7928,7936,1,29006,Feira de Santana,2931103
2931202,Taperoá/BA,BA,Nordeste,21074,21253,21421,1,29027,Valença,2931202
2931301,Tapiramutá/BA,BA,Nordeste,17010,16974,16939,1,29014,Jacobina,2931301
2931350,Teixeira de Freitas/BA,BA,Nordeste,160487,162438,164290,1,29026,Teixeira de Freitas,2931350
2931400,Teodoro Sampaio/BA,BA,Nordeste,7425,7359,7296,1,29006,Feira de Santana,2931400
2931509,Teofilândia/BA,BA,Nordeste,22518,22555,22590,1,29025,Serrinha,2931509
2931608,Teolândia/BA,BA,Nordeste,14943,15022,15097,1,29027,Valença,2931608
2931707,Terra Nova/BA,BA,Nordeste,13033,13025,13018,1,29006,Feira de Santana,2931707
2931806,Tremedal/BA,BA,Nordeste,16394,16189,15996,1,29028,Vitória da Conquista,2931806
2931905,Tucano/BA,BA,Nordeste,50687,50798,50903,1,29025,Serrinha,2931905
2932002,Uauá/BA,BA,Nordeste,24240,24113,23991,1,29016,Juazeiro,2932002
2932101,Ubaíra/BA,BA,Nordeste,19895,19877,19860,1,29022,Santo Antônio de Jesus,2932101
2932200,Ubaitaba/BA,BA,Nordeste,19056,18847,18647,1,29012,Itabuna,2932200
2932309,Ubatã/BA,BA,Nordeste,27035,27263,27481,1,29012,Itabuna,2932309
2932408,Uibaí/BA,BA,Nordeste,13887,13891,13894,1,29010,Irecê,2932408
2932457,Umburanas/BA,BA,Nordeste,19222,19402,19573,1,29014,Jacobina,2932457
2932507,Una/BA,BA,Nordeste,19002,18544,18108,1,29009,Ilhéus,2932507
2932606,Urandi/BA,BA,Nordeste,16658,16665,16672,1,29007,Guanambi,2932606
2932705,Uruçuca/BA,BA,Nordeste,20519,20413,20312,1,29009,Ilhéus,2932705
2932804,Utinga/BA,BA,Nordeste,19178,19256,19330,1,29011,Itaberaba,2932804
2932903,Valença/BA,BA,Nordeste,96562,97233,97873,1,29027,Valença,2932903
2933000,Valente/BA,BA,Nordeste,28473,28800,29111,1,29025,Serrinha,2933000
2933059,Várzea da Roça/BA,BA,Nordeste,14104,14121,14135,1,29014,Jacobina,2933059
2933109,Várzea do Poço/BA,BA,Nordeste,9170,9210,9247,1,29014,Jacobina,2933109
2933158,Várzea Nova/BA,BA,Nordeste,12697,12625,12556,1,29014,Jacobina,2933158
2933174,Varzedo/BA,BA,Nordeste,8838,8785,8734,1,29022,Santo Antônio de Jesus,2933174
2933208,Vera Cruz/BA,BA,Nordeste,43223,43716,44185,0,29020,Salvador,2933208
2933257,Vereda/BA,BA,Nordeste,6205,6153,6105,1,29026,Teixeira de Freitas,2933257
2933307,Vitória da Conquista/BA,BA,Nordeste,338480,341128,343643,1,29028,Vitória da Conquista,2933307
2933406,Wagner/BA,BA,Nordeste,9345,9344,9342,1,29011,Itaberaba,2933406
2933455,Wanderley/BA,BA,Nordeste,12238,12180,12125,1,29002,Barreiras,2933455
