type,name,lat,lon,total,total_per_100k_inhabitants
1,São Pedro/RN,-5.8965573,-35.6340558,516,8762.09883
D1,São Pedro/RN,-5.8965573,-35.6340558,14,237.73136
1,São Pedro/SP,-22.5512765,-47.9072359,6211,17111.13560
D1,São Pedro/SP,-22.5512765,-47.9072359,105,289.27214
1,São Rafael/RN,-5.8022027,-36.8835945,1023,12501.52756
D1,São Rafael/RN,-5.8022027,-36.8835945,16,195.52731
1,São Raimundo Nonato/PI,-9.0150522,-42.6886909,3843,10969.03097
D1,São Raimundo Nonato/PI,-9.0150522,-42.6886909,64,182.67447
1,São Raimundo das Mangabeiras/MA,-7.023608,-45.4769436,2623,13740.17810
D1,São Raimundo das Mangabeiras/MA,-7.023608,-45.4769436,34,178.10372
1,São Raimundo do Doca Bezerra/MA,-5.1042784,-45.0847117,164,3261.73429
D1,São Raimundo do Doca Bezerra/MA,-5.1042784,-45.0847117,3,59.66587
1,São Roberto/MA,-5.0188478,-44.9925058,792,11551.92532
D1,São Roberto/MA,-5.0188478,-44.9925058,6,87.51459
1,São Romão/MG,-16.3687716,-45.0678597,464,3649.80728
D1,São Romão/MG,-16.3687716,-45.0678597,7,55.06175
1,São Roque de Minas/MG,-20.245277,-46.365833,1063,14971.83099
D1,São Roque de Minas/MG,-20.245277,-46.365833,19,267.60563
1,São Roque do Canaã/ES,-19.7385942,-40.6598575,2386,18933.50262
D1,São Roque do Canaã/ES,-19.7385942,-40.6598575,20,158.70497
1,São Roque/SP,-23.5304843,-47.1355473,7043,7566.93455
D1,São Roque/SP,-23.5304843,-47.1355473,110,118.18299
1,São Salvador do Tocantins/TO,-12.7503331,-48.2352148,224,7211.84804
D1,São Salvador do Tocantins/TO,-12.7503331,-48.2352148,4,128.78300
1,São Sebastião da Amoreira/PR,-23.4647501,-50.7605173,1060,11957.13480
D1,São Sebastião da Amoreira/PR,-23.4647501,-50.7605173,28,315.84884
1,São Sebastião da Bela Vista/MG,-22.159167,-45.754167,695,12415.14827
D1,São Sebastião da Bela Vista/MG,-22.159167,-45.754167,15,267.95284
1,São Sebastião da Boa Vista/PA,-1.7182884,-49.5319955,716,2622.51850
D1,São Sebastião da Boa Vista/PA,-1.7182884,-49.5319955,26,95.23112
1,São Sebastião da Grama/SP,-21.7118854,-46.8284162,1342,11057.09813
D1,São Sebastião da Grama/SP,-21.7118854,-46.8284162,33,271.89586
1,São Sebastião da Vargem Alegre/MG,-21.0716128,-42.6371378,205,6745.64001
D1,São Sebastião da Vargem Alegre/MG,-21.0716128,-42.6371378,4,131.62224
1,São Sebastião de Lagoa de Roça/PB,-7.1013986,-35.8644148,1349,11438.98923
D1,São Sebastião de Lagoa de Roça/PB,-7.1013986,-35.8644148,22,186.55134
1,São Sebastião do Alto/RJ,-21.9568272,-42.134815,795,8443.07562
D1,São Sebastião do Alto/RJ,-21.9568272,-42.134815,31,329.22685
1,São Sebastião do Anta/MG,-19.4972592,-41.983428,484,7227.11662
D1,São Sebastião do Anta/MG,-19.4972592,-41.983428,13,194.11677
1,São Sebastião do Caí/RS,-29.5911777,-51.3778772,4101,15676.00627
D1,São Sebastião do Caí/RS,-29.5911777,-51.3778772,61,233.17151
1,São Sebastião do Maranhão/MG,-18.083611,-42.571389,575,5817.48280
D1,São Sebastião do Maranhão/MG,-18.083611,-42.571389,3,30.35208
1,São Sebastião do Oeste/MG,-20.274723,-45.003611,577,8304.54807
D1,São Sebastião do Oeste/MG,-20.274723,-45.003611,12,172.71157
1,São Sebastião do Paraíso/MG,-20.9124331,-46.9823296,8026,11160.39769
D1,São Sebastião do Paraíso/MG,-20.9124331,-46.9823296,281,390.73907
1,São Sebastião do Passé/BA,-12.5177926,-38.4921566,3654,8201.28384
D1,São Sebastião do Passé/BA,-12.5177926,-38.4921566,95,213.22440
1,São Sebastião do Rio Preto/MG,-19.2923414,-43.1758535,154,10419.48579
D1,São Sebastião do Rio Preto/MG,-19.2923414,-43.1758535,2,135.31800
1,São Sebastião do Rio Verde/MG,-22.2174751,-44.9783312,363,16069.05710
D1,São Sebastião do Rio Verde/MG,-22.2174751,-44.9783312,4,177.06950
1,São Sebastião do Tocantins/TO,-5.2587094,-48.2055574,634,12944.05880
D1,São Sebastião do Tocantins/TO,-5.2587094,-48.2055574,8,163.33197
1,São Sebastião do Uatumã/AM,-2.5719341,-57.8703616,1715,11684.15315
D1,São Sebastião do Uatumã/AM,-2.5719341,-57.8703616,19,129.44543
1,São Sebastião do Umbuzeiro/PB,-8.1522871,-37.0090722,263,7441.99208
D1,São Sebastião do Umbuzeiro/PB,-8.1522871,-37.0090722,5,141.48274
1,São Sebastião/AL,-9.9315057,-36.5439245,1946,5653.03277
D1,São Sebastião/AL,-9.9315057,-36.5439245,38,110.38810
1,São Sebastião/SP,-23.8027866,-45.4070527,8146,8889.42239
D1,São Sebastião/SP,-23.8027866,-45.4070527,176,192.06216
1,São Sepé/RS,-30.167219,-53.5690914,2256,9603.26920
D1,São Sepé/RS,-30.167219,-53.5690914,62,263.91963
1,São Simão/GO,-18.9941302,-50.5468215,1878,8809.45680
D1,São Simão/GO,-18.9941302,-50.5468215,66,309.59752
1,São Simão/SP,-21.4800208,-47.5531095,1280,8286.93513
D1,São Simão/SP,-21.4800208,-47.5531095,31,200.69921
1,São Tiago/MG,-20.913056,-44.509167,1034,9417.97978
D1,São Tiago/MG,-20.913056,-44.509167,17,154.84106
1,São Tomás de Aquino/MG,-20.784444,-47.098055,813,11647.56447
D1,São Tomás de Aquino/MG,-20.784444,-47.098055,24,343.83954
1,São Tomé das Letras/MG,-21.7218272,-44.9849435,661,9243.46245
D1,São Tomé das Letras/MG,-21.7218272,-44.9849435,6,83.90435
1,São Tomé/PR,-23.534946,-52.590125,866,14987.88508
D1,São Tomé/PR,-23.534946,-52.590125,5,86.53513
1,São Tomé/RN,-5.9726443,-36.0736804,1472,13320.06153
D1,São Tomé/RN,-5.9726443,-36.0736804,25,226.22387
1,São Valentim do Sul/RS,-29.0503352,-51.7675031,364,16192.17082
D1,São Valentim do Sul/RS,-29.0503352,-51.7675031,4,177.93594
1,São Valentim/RS,-27.5588628,-52.5241756,337,10465.83851
D1,São Valentim/RS,-27.5588628,-52.5241756,4,124.22360
1,São Valério do Sul/RS,-27.7881823,-53.9348211,205,7503.66032
D1,São Valério do Sul/RS,-27.7881823,-53.9348211,4,146.41288
1,São Valério/TO,-11.974315,-48.235315,727,18892.93139
D1,São Valério/TO,-11.974315,-48.235315,17,441.78794
1,São Vendelino/RS,-29.3684935,-51.3790426,474,20716.78322
D1,São Vendelino/RS,-29.3684935,-51.3790426,6,262.23776
1,São Vicente Ferrer/MA,-2.8927449,-44.8803633,226,1006.59184
D1,São Vicente Ferrer/MA,-2.8927449,-44.8803633,9,40.08552
1,São Vicente Férrer/PE,-7.589691,-35.480844,1403,7730.02755
D1,São Vicente Férrer/PE,-7.589691,-35.480844,35,192.83747
1,São Vicente de Minas/MG,-21.703333,-44.443889,456,5789.74099
D1,São Vicente de Minas/MG,-21.703333,-44.443889,9,114.27120
1,São Vicente do Seridó/PB,-6.933337,-36.400864,773,7079.40288
D1,São Vicente do Seridó/PB,-6.933337,-36.400864,3,27.47504
1,São Vicente do Sul/RS,-29.688161,-54.682643,662,7572.63784
D1,São Vicente do Sul/RS,-29.688161,-54.682643,19,217.34157
1,São Vicente/RN,-6.2166906,-36.6823094,943,14561.45769
D1,São Vicente/RN,-6.2166906,-36.6823094,3,46.32489
1,São Vicente/SP,-23.9603686,-46.3847024,19218,5182.30283
D1,São Vicente/SP,-23.9603686,-46.3847024,1344,362.42143
1,Sério/RS,-29.3844988,-52.2685744,224,11858.12599
D1,Sério/RS,-29.3844988,-52.2685744,7,370.56644
1,Sítio Novo do Tocantins/TO,-5.6028662,-47.6349901,750,8365.86726
D1,Sítio Novo do Tocantins/TO,-5.6028662,-47.6349901,10,111.54490
1,Sítio Novo/MA,-5.881254,-46.7017184,1745,9568.45972
D1,Sítio Novo/MA,-5.881254,-46.7017184,26,142.56731
1,Sítio Novo/RN,-6.1062227,-35.9093817,349,6232.14286
D1,Sítio Novo/RN,-6.1062227,-35.9093817,10,178.57143
1,Sítio d'Abadia/GO,-14.8049934,-46.2544188,67,2203.94737
D1,Sítio d'Abadia/GO,-14.8049934,-46.2544188,1,32.89474
1,Sítio do Mato/BA,-13.0843136,-43.4686989,232,1770.45177
D1,Sítio do Mato/BA,-13.0843136,-43.4686989,10,76.31258
1,Sítio do Quinto/BA,-10.3675979,-38.2041664,601,6372.60100
D1,Sítio do Quinto/BA,-10.3675979,-38.2041664,11,116.63662
1,Tabaporã/MT,-11.3085286,-56.8212723,1613,17238.43112
D1,Tabaporã/MT,-11.3085286,-56.8212723,26,277.86684
1,Tabapuã/SP,-20.9648397,-49.0332398,1937,15420.74676
D1,Tabapuã/SP,-20.9648397,-49.0332398,62,493.59127
1,Tabatinga/AM,-4.2327349,-69.9263372,3954,5772.09425
D1,Tabatinga/AM,-4.2327349,-69.9263372,128,186.85586
1,Tabatinga/SP,-21.7373768,-48.6880522,2061,12277.35748
D1,Tabatinga/SP,-21.7373768,-48.6880522,60,357.41943
1,Tabaí/RS,-29.6877843,-51.7180847,591,12271.59468
D1,Tabaí/RS,-29.6877843,-51.7180847,7,145.34884
1,Tabira/PE,-7.583661,-37.537735,3079,10668.74567
D1,Tabira/PE,-7.583661,-37.537735,51,176.71518
1,Tabocas do Brejo Velho/BA,-12.7020751,-44.0091066,293,2341.19057
D1,Tabocas do Brejo Velho/BA,-12.7020751,-44.0091066,11,87.89453
1,Tabocão/TO,-9.0565211,-48.5216745,556,21261.95029
D1,Tabocão/TO,-9.0565211,-48.5216745,8,305.92734
1,Taboleiro Grande/RN,-5.9289208,-38.044508,281,10782.80890
D1,Taboleiro Grande/RN,-5.9289208,-38.044508,5,191.86493
1,Taboão da Serra/SP,-23.6121912,-46.7790539,18806,6320.74964
D1,Taboão da Serra/SP,-23.6121912,-46.7790539,967,325.01143
1,Tabuleiro do Norte/CE,-5.2440865,-38.1284605,5518,17201.28433
D1,Tabuleiro do Norte/CE,-5.2440865,-38.1284605,72,224.44590
1,Tabuleiro/MG,-21.3592212,-43.2479134,333,9076.04252
D1,Tabuleiro/MG,-21.3592212,-43.2479134,13,354.31998
1,Tacaimbó/PE,-8.308673,-36.300035,543,4227.98412
D1,Tacaimbó/PE,-8.308673,-36.300035,11,85.64977
1,Tacaratu/PE,-9.1051762,-38.1499125,825,3120.39033
D1,Tacaratu/PE,-9.1051762,-38.1499125,28,105.90416
1,Taciba/SP,-22.3901284,-51.2888486,839,13169.04725
D1,Taciba/SP,-22.3901284,-51.2888486,26,408.09920
1,Tacima/PB,-6.4895383,-35.6364852,477,4326.92308
D1,Tacima/PB,-6.4895383,-35.6364852,10,90.71118
1,Tacuru/MS,-23.635954,-55.014137,858,7274.26876
D1,Tacuru/MS,-23.635954,-55.014137,16,135.65070
1,Taguatinga/TO,-12.402404,-46.4365769,1611,9495.46151
D1,Taguatinga/TO,-12.402404,-46.4365769,31,182.71838
1,Taguaí/SP,-23.4534312,-49.4054454,2663,18473.81200
D1,Taguaí/SP,-23.4534312,-49.4054454,38,263.61429
1,Taiaçu/SP,-21.143144,-48.511203,402,6334.69902
D1,Taiaçu/SP,-21.143144,-48.511203,12,189.09549
1,Tailândia/PA,-2.936096,-48.9523366,7627,6837.04753
D1,Tailândia/PA,-2.936096,-48.9523366,126,112.94978
1,Taiobeiras/MG,-15.8080842,-42.2270207,3924,11323.69492
D1,Taiobeiras/MG,-15.8080842,-42.2270207,40,115.43012
1,Taipas do Tocantins/TO,-12.193349,-46.9918003,205,9390.74668
1,Taipu/RN,-5.6228594,-35.5991764,804,6529.15381
D1,Taipu/RN,-5.6228594,-35.5991764,17,138.05425
1,Taió/SC,-27.1167574,-50.0002159,2632,14168.81998
D1,Taió/SC,-27.1167574,-50.0002159,24,129.19897
1,Taiúva/SP,-21.1238184,-48.4512476,915,16450.91694
D1,Taiúva/SP,-21.1238184,-48.4512476,16,287.66631
1,Talismã/TO,-12.797836,-49.0929839,375,13246.20276
D1,Talismã/TO,-12.797836,-49.0929839,2,70.64641
1,Tamandaré/PE,-8.7500009,-35.1045787,766,3211.47074
D1,Tamandaré/PE,-8.7500009,-35.1045787,37,155.12326
1,Tamarana/PR,-23.7223793,-51.0936013,1527,9995.41795
D1,Tamarana/PR,-23.7223793,-51.0936013,40,261.83151
1,Tambaú/SP,-21.70292,-47.270344,2955,12706.94474
D1,Tambaú/SP,-21.70292,-47.270344,50,215.00753
1,Tamboara/PR,-23.1995071,-52.5000131,658,12663.58737
D1,Tamboara/PR,-23.1995071,-52.5000131,14,269.43803
1,Tamboril do Piauí/PI,-8.4007816,-42.9112793,55,1871.38482
D1,Tamboril do Piauí/PI,-8.4007816,-42.9112793,8,272.20143
1,Tamboril/CE,-4.8330075,-40.3210323,2999,11447.00179
D1,Tamboril/CE,-4.8330075,-40.3210323,77,293.90435
1,Tanabi/SP,-20.6251635,-49.6519879,4915,18737.37181
D1,Tanabi/SP,-20.6251635,-49.6519879,117,446.03713
1,Tangará da Serra/MT,-14.6213903,-57.4907268,19357,17984.59552
D1,Tangará da Serra/MT,-14.6213903,-57.4907268,364,338.19253
1,Tangará/RN,-6.19649,-35.798888,778,4860.06997
D1,Tangará/RN,-6.19649,-35.798888,18,112.44378
1,Tangará/SC,-27.0997957,-51.2477143,1603,18536.07771
D1,Tangará/SC,-27.0997957,-51.2477143,34,393.15449
1,Tanguá/RJ,-22.7353777,-42.7202272,4949,14181.32844
D1,Tanguá/RJ,-22.7353777,-42.7202272,134,383.97616
1,Tanhaçu/BA,-14.019662,-41.247271,1526,7486.63102
D1,Tanhaçu/BA,-14.019662,-41.247271,26,127.55728
1,Tanque Novo/BA,-13.5474243,-42.4907587,1344,7672.10869
D1,Tanque Novo/BA,-13.5474243,-42.4907587,14,79.91780
1,Tanque d'Arca/AL,-9.5348175,-36.431458,458,7489.77923
D1,Tanque d'Arca/AL,-9.5348175,-36.431458,12,196.23876
1,Tanque do Piauí/PI,-6.5971682,-42.2840316,233,8378.28119
D1,Tanque do Piauí/PI,-6.5971682,-42.2840316,1,35.95829
1,Tanquinho/BA,-11.9737668,-39.106547,841,10597.27823
D1,Tanquinho/BA,-11.9737668,-39.106547,17,214.21371
1,Taparuba/MG,-19.7579487,-41.6163937,379,12253.47559
D1,Taparuba/MG,-19.7579487,-41.6163937,10,323.31070
1,Tapauá/AM,-5.6232283,-63.1879157,1998,11839.29841
D1,Tapauá/AM,-5.6232283,-63.1879157,24,142.21379
1,Tapejara/PR,-23.7334411,-52.8701739,2207,13391.99029
D1,Tapejara/PR,-23.7334411,-52.8701739,37,224.51456
1,Tapejara/RS,-28.069233,-52.0117161,5480,21943.69920
D1,Tapejara/RS,-28.069233,-52.0117161,55,220.23786
1,Tapera/RS,-28.6262957,-52.8680873,1942,18374.49144
D1,Tapera/RS,-28.6262957,-52.8680873,46,435.23512
1,Taperoá/BA,-13.537334,-39.0986475,1245,5812.05359
D1,Taperoá/BA,-13.537334,-39.0986475,34,158.72275
1,Taperoá/PB,-7.206294,-36.824499,1024,6604.32119
D1,Taperoá/PB,-7.206294,-36.824499,19,122.54112
1,Tapes/RS,-30.6747721,-51.3986199,1603,9232.27553
D1,Tapes/RS,-30.6747721,-51.3986199,64,368.59990
1,Tapira/MG,-19.9225,-46.823056,559,11431.49284
D1,Tapira/MG,-19.9225,-46.823056,3,61.34969
1,Tapira/PR,-23.323146,-53.0712033,759,13921.49670
D1,Tapira/PR,-23.323146,-53.0712033,12,220.10271
1,Tapiramutá/BA,-11.8447604,-40.7970527,660,3896.33390
D1,Tapiramutá/BA,-11.8447604,-40.7970527,6,35.42122
1,Tapiratiba/SP,-21.46824,-46.7493221,1970,15224.11128
D1,Tapiratiba/SP,-21.46824,-46.7493221,35,270.47913
1,Tapiraí/MG,-19.8882788,-46.0202739,84,4494.38202
D1,Tapiraí/MG,-19.8882788,-46.0202739,1,53.50455
1,Tapiraí/SP,-23.9638345,-47.5067136,860,11132.68608
D1,Tapiraí/SP,-23.9638345,-47.5067136,10,129.44984
1,Tapurah/MT,-12.742385,-56.512037,2925,20340.75104
D1,Tapurah/MT,-12.742385,-56.512037,33,229.48540
1,Taquara/RS,-29.6465318,-50.7805672,6214,10762.03672
D1,Taquara/RS,-29.6465318,-50.7805672,184,318.66990
1,Taquaral de Goiás/GO,-16.0520569,-49.6038591,318,9070.16543
D1,Taquaral de Goiás/GO,-16.0520569,-49.6038591,10,285.22533
1,Taquaral/SP,-21.07373,-48.412553,382,13570.15986
D1,Taquaral/SP,-21.07373,-48.412553,12,426.28774
1,Taquarana/AL,-9.64529,-36.492844,764,3789.30662
D1,Taquarana/AL,-9.64529,-36.492844,26,128.95546
1,Taquaraçu de Minas/MG,-19.669445,-43.687777,338,8203.88350
D1,Taquaraçu de Minas/MG,-19.669445,-43.687777,9,218.44660
1,Taquari/RS,-29.79433,-51.865346,3676,13661.87238
D1,Taquari/RS,-29.79433,-51.865346,76,282.45438
1,Taquaritinga do Norte/PE,-7.9027766,-36.0442227,812,2755.15744
D1,Taquaritinga do Norte/PE,-7.9027766,-36.0442227,26,88.21933
1,Taquaritinga/SP,-21.407486,-48.5054848,6764,11753.87075
D1,Taquaritinga/SP,-21.407486,-48.5054848,213,370.13224
1,Taquarituba/SP,-23.5337307,-49.2452541,3845,16507.81384
D1,Taquarituba/SP,-23.5337307,-49.2452541,110,472.26516
1,Taquarivaí/SP,-23.9257829,-48.7005328,558,9349.86595
D1,Taquarivaí/SP,-23.9257829,-48.7005328,20,335.12064
1,Taquarussu/MS,-22.4870022,-53.3524041,303,8444.81605
D1,Taquarussu/MS,-22.4870022,-53.3524041,7,195.09476
1,Taquaruçu do Sul/RS,-27.4002992,-53.4693442,587,19052.25576
D1,Taquaruçu do Sul/RS,-27.4002992,-53.4693442,8,259.65596
1,Tarabai/SP,-22.3038726,-51.5628675,886,11644.10566
D1,Tarabai/SP,-22.3038726,-51.5628675,31,407.41227
1,Tarauacá/AC,-8.1602019,-70.7665368,6620,15138.34896
D1,Tarauacá/AC,-8.1602019,-70.7665368,47,107.47770
1,Tarrafas/CE,-6.6819901,-39.7575709,677,7913.50088
D1,Tarrafas/CE,-6.6819901,-39.7575709,17,198.71420
1,Tartarugalzinho/AP,1.506,-50.9119997,1996,10956.79859
D1,Tartarugalzinho/AP,1.506,-50.9119997,19,104.29818
1,Tarumirim/MG,-19.2818607,-42.0070412,543,3802.52101
D1,Tarumirim/MG,-19.2818607,-42.0070412,42,294.11765
1,Tarumã/SP,-22.7474736,-50.5783374,1783,11607.31723
D1,Tarumã/SP,-22.7474736,-50.5783374,53,345.02962
1,Tasso Fragoso/MA,-8.4729347,-45.7461798,995,11513.53853
D1,Tasso Fragoso/MA,-8.4729347,-45.7461798,9,104.14256
1,Tatuí/SP,-23.3514733,-47.8552438,12961,10441.13619
D1,Tatuí/SP,-23.3514733,-47.8552438,469,377.81752
1,Taubaté/SP,-23.031448,-45.5612792,29313,9136.89920
D1,Taubaté/SP,-23.031448,-45.5612792,1019,317.62359
1,Tauá/CE,-6.0031372,-40.2947268,9381,15830.50676
D1,Tauá/CE,-6.0031372,-40.2947268,187,315.56388
1,Tavares/PB,-7.6364143,-37.8786806,1017,6875.80285
D1,Tavares/PB,-7.6364143,-37.8786806,19,128.45649
1,Tavares/RS,-31.287471,-51.0897986,561,10229.75930
D1,Tavares/RS,-31.287471,-51.0897986,12,218.81838
1,Tefé/AM,-3.3485276,-64.7102278,11077,18695.35865
D1,Tefé/AM,-3.3485276,-64.7102278,202,340.92827
1,Teixeira Soares/PR,-25.3682546,-50.4579204,1197,9380.14262
D1,Teixeira Soares/PR,-25.3682546,-50.4579204,16,125.38202
1,Teixeira de Freitas/BA,-17.5376644,-39.7458096,20594,12535.15126
D1,Teixeira de Freitas/BA,-17.5376644,-39.7458096,335,203.90772
1,Teixeira/PB,-7.221036,-37.252477,1343,8758.88606
D1,Teixeira/PB,-7.221036,-37.252477,38,247.83147
1,Teixeiras/MG,-20.6517875,-42.8563275,1437,12303.08219
D1,Teixeiras/MG,-20.6517875,-42.8563275,31,265.41096
1,Teixeirópolis/RO,-10.9336967,-62.2560049,580,13942.30769
D1,Teixeirópolis/RO,-10.9336967,-62.2560049,9,216.34615
1,Tejupá/SP,-23.3437238,-49.3772468,143,3212.03953
D1,Tejupá/SP,-23.3437238,-49.3772468,9,202.15633
1,Tejuçuoca/CE,-3.9884273,-39.5797395,1812,9268.06813
D1,Tejuçuoca/CE,-3.9884273,-39.5797395,31,158.55966
1,Telha/SE,-10.2089823,-36.8841125,406,12412.10639
D1,Telha/SE,-10.2089823,-36.8841125,10,305.71691
1,Telêmaco Borba/PR,-24.3282939,-50.6318021,18966,23534.52127
D1,Telêmaco Borba/PR,-24.3282939,-50.6318021,393,487.66566
1,Tenente Ananias/RN,-6.4641549,-38.1791844,1375,12588.11682
D1,Tenente Ananias/RN,-6.4641549,-38.1791844,22,201.40987
1,Tenente Laurentino Cruz/RN,-6.1498142,-36.7174889,907,14905.50534
D1,Tenente Laurentino Cruz/RN,-6.1498142,-36.7174889,4,65.73541
1,Tenente Portela/RS,-27.371058,-53.758484,1943,14516.24953
D1,Tenente Portela/RS,-27.371058,-53.758484,36,268.95779
1,Tenório/PB,-6.9408374,-36.6277956,177,5704.15727
D1,Tenório/PB,-6.9408374,-36.6277956,2,64.45375
1,Teodoro Sampaio/BA,-12.3053855,-38.6408979,337,4618.96930
D1,Teodoro Sampaio/BA,-12.3053855,-38.6408979,9,123.35526
1,Teodoro Sampaio/SP,-22.447000000000003,-52.33384615384615,3041,12998.50395
D1,Teodoro Sampaio/SP,-22.447000000000003,-52.33384615384615,51,217.99530
1,Teofilândia/BA,-11.4891658,-38.9997411,1058,4683.48827
D1,Teofilândia/BA,-11.4891658,-38.9997411,21,92.96149
1,Teolândia/BA,-13.603575,-39.4927143,1027,6802.67603
D1,Teolândia/BA,-13.603575,-39.4927143,10,66.23833
1,Teotônio Vilela/AL,-9.9062736,-36.3571341,2260,5070.67534
D1,Teotônio Vilela/AL,-9.9062736,-36.3571341,71,159.29998
1,Terenos/MS,-20.4409259,-54.8656049,1812,7975.00110
D1,Terenos/MS,-20.4409259,-54.8656049,77,338.89353
1,Teresina de Goiás/GO,-13.7789573,-47.266894,240,6783.49350
D1,Teresina de Goiás/GO,-13.7789573,-47.266894,1,28.26456
1,Teresina/PI,-5.0896403,-42.809588,111593,12810.20197
D1,Teresina/PI,-5.0896403,-42.809588,2634,302.36728
1,Teresópolis/RJ,-22.4164578,-42.975194,33662,18115.38048
D1,Teresópolis/RJ,-22.4164578,-42.975194,929,499.94618
1,Terezinha/PE,-9.0560369,-36.623375,581,8039.29708
D1,Terezinha/PE,-9.0560369,-36.623375,9,124.53300
1,Terezópolis de Goiás/GO,-16.4837865,-49.0949299,1326,15926.01489
D1,Terezópolis de Goiás/GO,-16.4837865,-49.0949299,29,348.30651
1,Terra Alta/PA,-1.0397924,-47.9091595,711,5939.35344
D1,Terra Alta/PA,-1.0397924,-47.9091595,23,192.13098
1,Terra Boa/PR,-23.768329,-52.447002,2745,15863.38419
D1,Terra Boa/PR,-23.768329,-52.447002,59,340.96163
1,Terra Nova do Norte/MT,-10.5995196,-55.1167029,1491,16059.88798
D1,Terra Nova do Norte/MT,-10.5995196,-55.1167029,44,473.93365
1,Terra Nova/BA,-12.4069929,-38.6191596,921,7074.81948
D1,Terra Nova/BA,-12.4069929,-38.6191596,25,192.04179
1,Terra Nova/PE,-8.2288173,-39.3771252,1146,11111.11111
D1,Terra Nova/PE,-8.2288173,-39.3771252,15,145.43339
1,Terra Rica/PR,-22.7264874,-52.6202541,1775,10408.11540
D1,Terra Rica/PR,-22.7264874,-52.6202541,37,216.95790
1,Terra Roxa/PR,-24.1670468,-54.097432,2459,14001.82212
D1,Terra Roxa/PR,-24.1670468,-54.097432,44,250.54094
1,Terra Roxa/SP,-20.787015,-48.331442,1179,12407.91412
D1,Terra Roxa/SP,-20.787015,-48.331442,33,347.29531
1,Terra Santa/PA,-2.104435,-56.487653,1595,8366.99365
D1,Terra Santa/PA,-2.104435,-56.487653,57,299.00855
1,Terra de Areia/RS,-29.5789455,-50.06336,983,8681.44485
D1,Terra de Areia/RS,-29.5789455,-50.06336,51,450.41067
1,Tesouro/MT,-16.0802073,-53.553114,379,10077.10715
D1,Tesouro/MT,-16.0802073,-53.553114,15,398.83010
1,Teutônia/RS,-29.4816568,-51.813752,5693,16609.77389
D1,Teutônia/RS,-29.4816568,-51.813752,94,274.25237
1,Teófilo Otoni/MG,-17.8579267,-41.5081533,14078,9965.38519
D1,Teófilo Otoni/MG,-17.8579267,-41.5081533,336,237.84411
1,Theobroma/RO,-10.246489,-62.3493803,901,8706.99652
D1,Theobroma/RO,-10.246489,-62.3493803,26,251.25628
1,Tianguá/CE,-3.7307332,-41.0004019,9882,12815.29224
D1,Tianguá/CE,-3.7307332,-41.0004019,204,264.55370
1,Tibagi/PR,-24.5151667,-50.4101487,2814,13602.08817
D1,Tibagi/PR,-24.5151667,-50.4101487,92,444.70224
1,Tibau do Sul/RN,-6.1872965,-35.0905246,2022,13760.71866
D1,Tibau do Sul/RN,-6.1872965,-35.0905246,14,95.27698
1,Tibau/RN,-4.8349636,-37.2542651,766,18356.09873
D1,Tibau/RN,-4.8349636,-37.2542651,12,287.56290
1,Tietê/SP,-23.1030302,-47.7147937,4401,10247.75299
D1,Tietê/SP,-23.1030302,-47.7147937,120,279.42067
1,Tigrinhos/SC,-26.6869135,-53.1570085,442,27521.79328
D1,Tigrinhos/SC,-26.6869135,-53.1570085,2,124.53300
1,Tijucas do Sul/PR,-25.9273376,-49.179265,2598,15021.68257
D1,Tijucas do Sul/PR,-25.9273376,-49.179265,77,445.21538
1,Tijucas/SC,-27.239404,-48.6353696,7877,19747.29875
D1,Tijucas/SC,-27.239404,-48.6353696,90,225.62611
1,Timbaúba dos Batistas/RN,-6.4634028,-37.2696374,460,18953.44046
D1,Timbaúba dos Batistas/RN,-6.4634028,-37.2696374,2,82.40626
1,Timbaúba/PE,-7.5118822,-35.316076,3862,7344.02039
D1,Timbaúba/PE,-7.5118822,-35.316076,119,226.29167
1,Timbiras/MA,-4.2551056,-43.9386212,576,1969.83687
D1,Timbiras/MA,-4.2551056,-43.9386212,26,88.91625
1,Timburi/SP,-23.2064076,-49.6045576,175,6611.25803
D1,Timburi/SP,-23.2064076,-49.6045576,10,377.78617
1,Timbé do Sul/SC,-28.8300122,-49.8466056,1035,19389.28438
D1,Timbé do Sul/SC,-28.8300122,-49.8466056,18,337.20495
1,Timbó Grande/SC,-26.6170507,-50.6742579,819,10233.66238
D1,Timbó Grande/SC,-26.6170507,-50.6742579,17,212.42034
1,Timbó/SC,-26.8282737,-49.270641,8080,17679.36459
D1,Timbó/SC,-26.8282737,-49.270641,96,210.05186
1,Timon/MA,-5.1023325,-42.8449518,6151,3590.42010
D1,Timon/MA,-5.1023325,-42.8449518,336,196.12765
1,Timóteo/MG,-19.5771395,-42.6436108,12822,14048.73559
D1,Timóteo/MG,-19.5771395,-42.6436108,342,374.72060
1,Tio Hugo/RS,-28.5768433,-52.5969066,479,15562.05328
D1,Tio Hugo/RS,-28.5768433,-52.5969066,9,292.39766
1,Tiradentes do Sul/RS,-27.402229,-54.081367,348,6290.67245
D1,Tiradentes do Sul/RS,-27.402229,-54.081367,8,144.61316
1,Tiradentes/MG,-21.1104688,-44.1742937,1046,12818.62745
D1,Tiradentes/MG,-21.1104688,-44.1742937,21,257.35294
1,Tiros/MG,-19.003889,-45.963611,548,8604.17648
D1,Tiros/MG,-19.003889,-45.963611,14,219.81473
