country,state,city,ibgeID,deaths,totalCases,deaths_per_100k_inhabitants,totalCases_per_100k_inhabitants,deaths_by_totalCases,_source,date,newCases,newDeaths,last_info_date
Brazil,MG,Cedro do Abaeté/MG,3115607,1,106,86.95652,9217.39130,0.00943,MS,2022-06-03,0,0,2022-06-03
Brazil,CE,Cedro/CE,2303808,44,4543,171.79447,17737.77917,0.00969,MS,2022-06-03,0,0,2022-06-03
Brazil,PE,Cedro/PE,2604304,20,2932,167.05647,24490.47778,0.00682,MS,2022-06-03,0,0,2022-06-03
Brazil,SC,Celso Ramos/SC,4204152,7,903,258.39793,33333.33333,0.00775,MS,2022-06-03,3,0,2022-06-03
Brazil,PR,Centenário do Sul/PR,4105102,39,2285,364.34978,21347.15994,0.01707,MS,2022-06-03,9,0,2022-06-03
Brazil,RS,Centenário/RS,4305116,4,358,139.61606,12495.63700,0.01117,MS,2022-06-03,0,0,2022-06-03
Brazil,TO,Centenário/TO,1704105,7,455,236.00809,15340.52596,0.01538,MS,2022-06-03,0,0,2022-06-03
Brazil,MG,Central de Minas/MG,3115706,37,747,524.15356,10582.23544,0.04953,MS,2022-06-03,0,0,2022-06-03
Brazil,MA,Central do Maranhão/MA,2103125,3,45,34.06768,511.01522,0.06667,MS,2022-06-03,0,1,2022-06-03
Brazil,BA,Central/BA,2907608,19,952,109.87105,5505.11768,0.01996,MS,2022-06-03,0,0,2022-06-03
Brazil,MG,Centralina/MG,3115805,54,1886,522.09224,18234.55477,0.02863,MS,2022-06-03,0,0,2022-06-03
Brazil,MA,Centro Novo do Maranhão/MA,2103174,13,1177,58.94088,5336.41639,0.01105,MS,2022-06-03,0,-1,2022-06-03
Brazil,MA,Centro do Guilherme/MA,2103158,5,509,36.03344,3668.20409,0.00982,MS,2022-06-03,0,0,2022-06-03
Brazil,RO,Cerejeiras/RO,1100056,72,5148,447.53854,31999.00547,0.01399,MS,2022-06-03,23,0,2022-06-03
Brazil,GO,Ceres/GO,5205406,119,5958,531.08404,26589.90494,0.01997,MS,2022-06-03,55,0,2022-06-03
Brazil,SP,Cerqueira César/SP,3511409,57,3731,279.53509,18297.28802,0.01528,MS,2022-06-03,0,0,2022-06-03
Brazil,SP,Cerquilho/SP,3511508,166,11157,327.86238,22035.90686,0.01488,MS,2022-06-03,0,0,2022-06-03
Brazil,RS,Cerrito/RS,4305124,14,864,233.13905,14388.00999,0.01620,MS,2022-06-03,13,0,2022-06-03
Brazil,PR,Cerro Azul/PR,4105201,55,2062,307.53746,11529.85909,0.02667,MS,2022-06-03,9,0,2022-06-03
Brazil,RS,Cerro Branco/RS,4305132,7,602,148.30508,12754.23729,0.01163,MS,2022-06-03,2,0,2022-06-03
Brazil,RN,Cerro Corá/RN,2402709,15,857,134.14416,7664.10302,0.01750,MS,2022-06-03,17,0,2022-06-03
Brazil,RS,Cerro Grande do Sul/RS,4305173,27,1254,214.64345,9968.99595,0.02153,MS,2022-06-03,0,0,2022-06-03
Brazil,RS,Cerro Grande/RS,4305157,7,421,306.88295,18456.81719,0.01663,MS,2022-06-03,0,0,2022-06-03
Brazil,RS,Cerro Largo/RS,4305207,29,3715,203.60879,26082.98813,0.00781,MS,2022-06-03,9,0,2022-06-03
Brazil,SC,Cerro Negro/SC,4204178,4,420,132.75805,13939.59509,0.00952,MS,2022-06-03,0,0,2022-06-03
Brazil,SP,Cesário Lange/SP,3511607,74,4388,397.95644,23597.74133,0.01686,MS,2022-06-03,0,0,2022-06-03
Brazil,GO,Cezarina/GO,5205455,46,1396,523.08392,15874.45986,0.03295,MS,2022-06-03,0,0,2022-06-03
Brazil,MG,Chalé/MG,3116001,13,1248,228.27041,21913.95961,0.01042,MS,2022-06-03,3,0,2022-06-03
Brazil,MG,Chapada Gaúcha/MG,3116159,19,1883,133.64282,13244.70704,0.01009,MS,2022-06-03,0,0,2022-06-03
Brazil,TO,Chapada da Natividade/TO,1705102,2,265,60.06006,7957.95796,0.00755,MS,2022-06-03,1,0,2022-06-03
Brazil,TO,Chapada de Areia/TO,1704600,3,199,212.01413,14063.60424,0.01508,MS,2022-06-03,0,0,2022-06-03
Brazil,MG,Chapada do Norte/MG,3116100,3,592,19.56437,3860.70171,0.00507,MS,2022-06-03,0,0,2022-06-03
Brazil,MT,Chapada dos Guimarães/MT,5103007,95,2509,421.82852,11140.71311,0.03786,MS,2022-06-03,0,0,2022-06-03
Brazil,RS,Chapada/RS,4305306,30,2166,325.69754,23515.36207,0.01385,MS,2022-06-03,1,0,2022-06-03
Brazil,MA,Chapadinha/MA,2103208,135,7949,167.27588,9849.45171,0.01698,MS,2022-06-03,1,1,2022-06-03
Brazil,GO,Chapadão do Céu/GO,5205471,27,3315,250.06946,30702.97305,0.00814,MS,2022-06-03,14,0,2022-06-03
Brazil,SC,Chapadão do Lageado/SC,4204194,6,708,198.34711,23404.95868,0.00847,MS,2022-06-03,0,0,2022-06-03
Brazil,MS,Chapadão do Sul/MS,5002951,81,7528,305.67191,28408.61919,0.01076,MS,2022-06-03,13,0,2022-06-03
Brazil,SC,Chapecó/SC,4204202,852,65654,374.36233,28847.86917,0.01298,MS,2022-06-03,82,0,2022-06-03
Brazil,SP,Charqueada/SP,3511706,48,3167,273.67581,18056.90176,0.01516,MS,2022-06-03,0,0,2022-06-03
Brazil,RS,Charqueadas/RS,4305355,117,8078,280.54190,19369.38017,0.01448,MS,2022-06-03,9,0,2022-06-03
Brazil,RS,Charrua/RS,4305371,12,531,371.74721,16449.81413,0.02260,MS,2022-06-03,0,0,2022-06-03
Brazil,CE,Chaval/CE,2303907,27,1855,205.91824,14147.34594,0.01456,MS,2022-06-03,0,0,2022-06-03
Brazil,SP,Chavantes/SP,3557204,58,2422,467.06394,19503.94589,0.02395,MS,2022-06-03,0,0,2022-06-03
Brazil,PA,Chaves/PA,1502509,6,871,24.81903,3602.89555,0.00689,MS,2022-06-03,0,0,2022-06-03
Brazil,MG,Chiador/MG,3116209,8,506,301.09146,19044.03463,0.01581,MS,2022-06-03,0,0,2022-06-03
Brazil,RS,Chiapetta/RS,4305405,20,928,542.88817,25190.01086,0.02155,MS,2022-06-03,15,0,2022-06-03
Brazil,PR,Chopinzinho/PR,4105409,60,4179,314.41597,21899.07247,0.01436,MS,2022-06-03,3,0,2022-06-03
Brazil,CE,Chorozinho/CE,2303956,42,2436,207.03934,12008.28157,0.01724,MS,2022-06-03,0,0,2022-06-03
Brazil,BA,Chorrochó/BA,2907707,14,666,124.76606,5935.29988,0.02102,MS,2022-06-03,0,0,2022-06-03
Brazil,CE,Choró/CE,2303931,18,1524,132.27513,11199.29453,0.01181,MS,2022-06-03,0,0,2022-06-03
Brazil,RO,Chupinguaia/RO,1100924,27,2640,229.68949,22458.52829,0.01023,MS,2022-06-03,2,0,2022-06-03
Brazil,RS,Chuvisca/RS,4305447,6,783,108.73505,14189.92389,0.00766,MS,2022-06-03,0,0,2022-06-03
Brazil,RS,Chuí/RS,4305439,5,961,73.18501,14066.15925,0.00520,MS,2022-06-03,0,0,2022-06-03
Brazil,MG,Chácara/MG,3115904,11,270,342.03980,8395.52239,0.04074,MS,2022-06-03,0,0,2022-06-03
Brazil,PE,Chã Grande/PE,2604502,30,541,136.80514,2467.05276,0.05545,MS,2022-06-03,0,0,2022-06-03
Brazil,AL,Chã Preta/AL,2701902,12,449,164.13623,6141.43072,0.02673,MS,2022-06-03,0,0,2022-06-03
Brazil,PE,Chã de Alegria/PE,2604403,24,768,175.94018,5630.08577,0.03125,MS,2022-06-03,0,0,2022-06-03
Brazil,PR,Cianorte/PR,4105508,199,21049,234.17275,24769.35750,0.00945,MS,2022-06-03,46,0,2022-06-03
Brazil,PR,Cidade Gaúcha/PR,4105607,35,3468,270.50004,26802.68954,0.01009,MS,2022-06-03,12,0,2022-06-03
Brazil,GO,Cidade Ocidental/GO,5205497,191,9215,256.82399,12390.74896,0.02073,MS,2022-06-03,1,0,2022-06-03
Brazil,MA,Cidelândia/MA,2103257,7,733,47.12218,4934.36553,0.00955,MS,2022-06-03,0,0,2022-06-03
Brazil,RS,Cidreira/RS,4305454,83,4060,491.21146,24027.93395,0.02044,MS,2022-06-03,24,0,2022-06-03
Brazil,MG,Cipotânea/MG,3116308,26,824,381.73543,12098.07664,0.03155,MS,2022-06-03,14,0,2022-06-03
Brazil,BA,Cipó/BA,2907905,19,1682,109.18285,9665.55568,0.01130,MS,2022-06-03,0,0,2022-06-03
Brazil,RS,Ciríaco/RS,4305504,29,1192,617.94162,25399.53122,0.02433,MS,2022-06-03,0,0,2022-06-03
Brazil,MG,Claraval/MG,3116407,4,1013,82.08496,20788.01560,0.00395,MS,2022-06-03,2,0,2022-06-03
Brazil,MG,Claro dos Poções/MG,3116506,12,961,160.47071,12851.02969,0.01249,MS,2022-06-03,0,0,2022-06-03
Brazil,SP,Clementina/SP,3511904,23,971,258.60130,10917.47245,0.02369,MS,2022-06-03,0,0,2022-06-03
Brazil,PR,Clevelândia/PR,4105706,96,3782,587.37151,23139.99021,0.02538,MS,2022-06-03,6,0,2022-06-03
Brazil,MT,Cláudia/MT,5103056,48,2828,389.04198,22921.05690,0.01697,MS,2022-06-03,0,0,2022-06-03
Brazil,MG,Cláudio/MG,3116605,70,4283,240.60771,14721.75437,0.01634,MS,2022-06-03,0,0,2022-06-03
Brazil,BA,Coaraci/BA,2908002,59,2354,365.82341,14595.73413,0.02506,MS,2022-06-03,0,0,2022-06-03
Brazil,AM,Coari/AM,1301209,243,11350,280.23480,13089.15618,0.02141,MS,2022-06-03,0,0,2022-06-03
Brazil,PI,Cocal de Telha/PI,2202711,13,626,264.87368,12754.68623,0.02077,MS,2022-06-03,0,0,2022-06-03
Brazil,SC,Cocal do Sul/SC,4204251,63,5082,371.54989,29971.69144,0.01240,MS,2022-06-03,15,0,2022-06-03
Brazil,PI,Cocal dos Alves/PI,2202729,7,425,113.26861,6877.02265,0.01647,MS,2022-06-03,0,0,2022-06-03
Brazil,PI,Cocal/PI,2202703,50,1569,179.20505,5623.45436,0.03187,MS,2022-06-03,0,0,2022-06-03
Brazil,MT,Cocalinho/MT,5103106,17,1413,297.41078,24720.08397,0.01203,MS,2022-06-03,8,0,2022-06-03
Brazil,GO,Cocalzinho de Goiás/GO,5205513,46,4614,221.46262,22213.66328,0.00997,MS,2022-06-03,23,0,2022-06-03
Brazil,BA,Cocos/BA,2908101,22,1705,116.80382,9052.29626,0.01290,MS,2022-06-03,0,0,2022-06-03
Brazil,AM,Codajás/AM,1301308,27,2967,90.93665,9992.92715,0.00910,MS,2022-06-03,0,0,2022-06-03
Brazil,MA,Codó/MA,2103307,229,4199,185.62350,3403.63790,0.05454,MS,2022-06-03,12,2,2022-06-03
Brazil,MA,Coelho Neto/MA,2103406,50,2286,100.39354,4589.99277,0.02187,MS,2022-06-03,22,-1,2022-06-03
Brazil,MG,Coimbra/MG,3116704,12,833,157.25331,10916.00052,0.01441,MS,2022-06-03,0,0,2022-06-03
Brazil,AL,Coité do Nóia/AL,2702009,22,639,207.66472,6031.71607,0.03443,MS,2022-06-03,0,0,2022-06-03
Brazil,PI,Coivaras/PI,2202737,6,340,148.36795,8407.51731,0.01765,MS,2022-06-03,0,0,2022-06-03
Brazil,PA,Colares/PA,1502608,22,939,180.69815,7712.52567,0.02343,MS,2022-06-03,0,0,2022-06-03
Brazil,ES,Colatina/ES,3201506,405,42757,325.86919,34402.93524,0.00947,MS,2022-06-03,68,0,2022-06-03
Brazil,SP,Colina/SP,3512001,73,2416,392.45202,12988.54900,0.03022,MS,2022-06-03,0,0,2022-06-03
Brazil,GO,Colinas do Sul/GO,5205521,6,712,179.69452,21323.74963,0.00843,MS,2022-06-03,0,0,2022-06-03
Brazil,TO,Colinas do Tocantins/TO,1705508,165,9588,454.90888,26434.34148,0.01721,MS,2022-06-03,0,0,2022-06-03
Brazil,MA,Colinas/MA,2103505,56,3820,135.12535,9217.47943,0.01466,MS,2022-06-03,0,-1,2022-06-03
Brazil,RS,Colinas/RS,4305587,4,818,162.20600,33171.12733,0.00489,MS,2022-06-03,2,0,2022-06-03
Brazil,TO,Colméia/TO,1716703,29,1309,358.99975,16204.50607,0.02215,MS,2022-06-03,0,0,2022-06-03
Brazil,MT,Colniza/MT,5103254,90,5337,218.88756,12980.03259,0.01686,MS,2022-06-03,0,0,2022-06-03
Brazil,PR,Colombo/PR,4105805,902,42054,361.84646,16870.38917,0.02145,MS,2022-06-03,125,0,2022-06-03
Brazil,RO,Colorado do Oeste/RO,1100064,52,4135,341.81292,27180.70072,0.01258,MS,2022-06-03,18,0,2022-06-03
Brazil,PR,Colorado/PR,4105904,85,6454,350.21219,26591.40538,0.01317,MS,2022-06-03,17,0,2022-06-03
Brazil,RS,Colorado/RS,4305603,15,1191,485.75130,38568.65285,0.01259,MS,2022-06-03,7,0,2022-06-03
Brazil,MG,Coluna/MG,3116803,10,810,113.50738,9194.09762,0.01235,MS,2022-06-03,0,0,2022-06-03
Brazil,MT,Colíder/MT,5103205,161,9903,475.55752,29251.21843,0.01626,MS,2022-06-03,5,0,2022-06-03
Brazil,SP,Colômbia/SP,3512100,15,966,241.04130,15523.05962,0.01553,MS,2022-06-03,0,0,2022-06-03
Brazil,AL,Colônia Leopoldina/AL,2702108,23,480,104.85525,2188.28357,0.04792,MS,2022-06-03,0,0,2022-06-03
Brazil,PI,Colônia do Gurguéia/PI,2202752,14,690,213.90374,10542.39878,0.02029,MS,2022-06-03,0,0,2022-06-03
Brazil,PI,Colônia do Piauí/PI,2202778,5,778,65.23157,10150.03262,0.00643,MS,2022-06-03,0,0,2022-06-03
Brazil,TO,Combinado/TO,1705557,17,1407,349.07598,28891.17043,0.01208,MS,2022-06-03,0,0,2022-06-03
Brazil,MG,Comendador Gomes/MG,3116902,5,621,159.84655,19852.94118,0.00805,MS,2022-06-03,0,0,2022-06-03
Brazil,RJ,Comendador Levy Gasparian/RJ,3300951,33,1380,384.16764,16065.19208,0.02391,MS,2022-06-03,4,0,2022-06-03
Brazil,MG,Comercinho/MG,3117009,6,596,90.57971,8997.58454,0.01007,MS,2022-06-03,0,0,2022-06-03
Brazil,MT,Comodoro/MT,5103304,42,2989,197.65636,14066.54431,0.01405,MS,2022-06-03,0,0,2022-06-03
Brazil,MG,Conceição da Aparecida/MG,3117108,11,1523,106.26993,14713.55425,0.00722,MS,2022-06-03,5,0,2022-06-03
Brazil,MG,Conceição da Barra de Minas/MG,3115201,8,610,203.09723,15486.16400,0.01311,MS,2022-06-03,0,0,2022-06-03
Brazil,ES,Conceição da Barra/ES,3201605,72,5684,228.72391,18056.48210,0.01267,MS,2022-06-03,0,0,2022-06-03
Brazil,BA,Conceição da Feira/BA,2908200,35,2111,152.61850,9205.07566,0.01658,MS,2022-06-03,0,0,2022-06-03
Brazil,MG,Conceição das Alagoas/MG,3117306,152,6228,528.10785,21638.52408,0.02441,MS,2022-06-03,18,0,2022-06-03
Brazil,MG,Conceição das Pedras/MG,3117207,4,342,142.14641,12153.51812,0.01170,MS,2022-06-03,0,0,2022-06-03
Brazil,MG,Conceição de Ipanema/MG,3117405,4,538,87.31718,11744.16066,0.00743,MS,2022-06-03,0,0,2022-06-03
Brazil,RJ,Conceição de Macabu/RJ,3301405,81,2379,343.78846,10097.19452,0.03405,MS,2022-06-03,6,0,2022-06-03
Brazil,BA,Conceição do Almeida/BA,2908309,32,3428,187.27688,20062.03547,0.00933,MS,2022-06-03,0,0,2022-06-03
Brazil,PA,Conceição do Araguaia/PA,1502707,61,7480,126.77959,15546.08750,0.00816,MS,2022-06-03,13,0,2022-06-03
Brazil,PI,Conceição do Canindé/PI,2202802,7,527,145.49990,10954.06360,0.01328,MS,2022-06-03,0,0,2022-06-03
Brazil,ES,Conceição do Castelo/ES,3201704,34,3173,263.83177,24621.71180,0.01072,MS,2022-06-03,2,0,2022-06-03
Brazil,BA,Conceição do Coité/BA,2908408,48,9786,71.22296,14520.58047,0.00490,MS,2022-06-03,0,0,2022-06-03
Brazil,BA,Conceição do Jacuípe/BA,2908507,43,4231,127.85823,12580.65475,0.01016,MS,2022-06-03,0,0,2022-06-03
Brazil,MA,Conceição do Lago-Açu/MA,2103554,12,341,72.46814,2059.30310,0.03519,MS,2022-06-03,0,0,2022-06-03
Brazil,MG,Conceição do Mato Dentro/MG,3117504,39,4145,223.64950,23769.92774,0.00941,MS,2022-06-03,3,0,2022-06-03
Brazil,MG,Conceição do Pará/MG,3117603,11,544,197.91292,9787.69341,0.02022,MS,2022-06-03,1,0,2022-06-03
Brazil,MG,Conceição do Rio Verde/MG,3117702,30,2094,218.51555,15252.38546,0.01433,MS,2022-06-03,1,0,2022-06-03
Brazil,TO,Conceição do Tocantins/TO,1705607,12,607,294.84029,14914.00491,0.01977,MS,2022-06-03,0,0,2022-06-03
Brazil,MG,Conceição dos Ouros/MG,3117801,38,1567,320.62099,13221.39723,0.02425,MS,2022-06-03,10,0,2022-06-03
Brazil,PB,Conceição/PB,2504405,31,915,162.90068,4808.19758,0.03388,MS,2022-06-03,0,0,2022-06-03
Brazil,SP,Conchal/SP,3512209,89,4355,312.37935,15285.52876,0.02044,MS,2022-06-03,0,0,2022-06-03
Brazil,SP,Conchas/SP,3512308,83,3590,457.60282,19792.70041,0.02312,MS,2022-06-03,0,0,2022-06-03
Brazil,PA,Concórdia do Pará/PA,1502756,36,3250,105.15247,9492.93142,0.01108,MS,2022-06-03,0,0,2022-06-03
Brazil,SC,Concórdia/SC,4204301,242,20912,319.75477,27631.04000,0.01157,MS,2022-06-03,154,0,2022-06-03
Brazil,PB,Condado/PB,2504504,11,1004,165.11558,15070.54938,0.01096,MS,2022-06-03,0,0,2022-06-03
Brazil,PE,Condado/PE,2604601,46,2559,171.93048,9564.56737,0.01798,MS,2022-06-03,0,0,2022-06-03
Brazil,BA,Conde/BA,2908606,17,1254,64.82859,4782.06155,0.01356,MS,2022-06-03,0,0,2022-06-03
Brazil,PB,Conde/PB,2504603,48,3752,189.41636,14806.04554,0.01279,MS,2022-06-03,0,0,2022-06-03
Brazil,BA,Condeúba/BA,2908705,35,1852,204.52288,10822.18197,0.01890,MS,2022-06-03,0,0,2022-06-03
Brazil,RS,Condor/RS,4305702,8,2012,118.23825,29736.91989,0.00398,MS,2022-06-03,1,0,2022-06-03
Brazil,MG,Confins/MG,3117876,17,550,247.56080,8009.31994,0.03091,MS,2022-06-03,0,0,2022-06-03
Brazil,MT,Confresa/MT,5103353,119,5454,370.99389,17003.36700,0.02182,MS,2022-06-03,2,0,2022-06-03
Brazil,PB,Congo/PB,2504702,17,572,355.12847,11949.02862,0.02972,MS,2022-06-03,0,0,2022-06-03
Brazil,MG,Congonhal/MG,3117900,33,2558,270.29241,20951.75690,0.01290,MS,2022-06-03,0,0,2022-06-03
Brazil,MG,Congonhas do Norte/MG,3118106,4,319,79.25500,6320.58649,0.01254,MS,2022-06-03,0,0,2022-06-03
Brazil,MG,Congonhas/MG,3118007,112,11042,200.58743,19775.77190,0.01014,MS,2022-06-03,0,0,2022-06-03
Brazil,PR,Congonhinhas/PR,4106001,37,2348,415.91727,26393.88489,0.01576,MS,2022-06-03,32,0,2022-06-03
Brazil,MT,Conquista D'Oeste/MT,5103361,19,851,456.40163,20441.98895,0.02233,MS,2022-06-03,0,0,2022-06-03
Brazil,MG,Conquista/MG,3118205,21,1767,300.12863,25253.68015,0.01188,MS,2022-06-03,6,0,2022-06-03
Brazil,MG,Conselheiro Lafaiete/MG,3118304,305,22215,233.56613,17012.03823,0.01373,MS,2022-06-03,0,0,2022-06-03
Brazil,PR,Conselheiro Mairinck/PR,4106100,17,1261,436.90568,32408.12131,0.01348,MS,2022-06-03,2,0,2022-06-03
Brazil,MG,Conselheiro Pena/MG,3118403,61,3161,265.50598,13758.43308,0.01930,MS,2022-06-03,0,0,2022-06-03
Brazil,MG,Consolação/MG,3118502,4,352,223.96417,19708.84658,0.01136,MS,2022-06-03,20,0,2022-06-03
Brazil,RS,Constantina/RS,4305801,18,1974,181.76310,19933.35353,0.00912,MS,2022-06-03,15,0,2022-06-03
Brazil,MG,Contagem/MG,3118601,2127,71843,315.64935,10661.58739,0.02961,MS,2022-06-03,123,0,2022-06-03
Brazil,PR,Contenda/PR,4106209,72,3830,377.31894,20071.27136,0.01880,MS,2022-06-03,8,0,2022-06-03
Brazil,BA,Contendas do Sincorá/BA,2908804,6,357,149.06832,8869.56522,0.01681,MS,2022-06-03,0,0,2022-06-03
Brazil,MG,Coqueiral/MG,3118700,25,1351,274.75547,14847.78547,0.01850,MS,2022-06-03,2,0,2022-06-03
Brazil,RS,Coqueiro Baixo/RS,4305835,3,345,201.34228,23154.36242,0.00870,MS,2022-06-03,0,0,2022-06-03
Brazil,AL,Coqueiro Seco/AL,2702207,9,582,153.00918,9894.59368,0.01546,MS,2022-06-03,0,0,2022-06-03
Brazil,RS,Coqueiros do Sul/RS,4305850,7,303,308.77812,13365.68152,0.02310,MS,2022-06-03,0,0,2022-06-03
Brazil,MG,Coração de Jesus/MG,3118809,24,1522,90.15778,5717.50563,0.01577,MS,2022-06-03,0,0,2022-06-03
Brazil,BA,Coração de Maria/BA,2908903,23,2571,102.71984,11482.29199,0.00895,MS,2022-06-03,0,0,2022-06-03
Brazil,PR,Corbélia/PR,4106308,51,4699,297.16816,27380.25871,0.01085,MS,2022-06-03,2,0,2022-06-03
Brazil,RJ,Cordeiro/RJ,3301504,27,6498,121.88516,29333.69447,0.00416,MS,2022-06-03,25,0,2022-06-03
Brazil,BA,Cordeiros/BA,2909000,9,914,103.84216,10545.74824,0.00985,MS,2022-06-03,0,0,2022-06-03
Brazil,SP,Cordeirópolis/SP,3512407,108,5993,430.00478,23861.28364,0.01802,MS,2022-06-03,0,0,2022-06-03
Brazil,SC,Cordilheira Alta/SC,4204350,8,1010,174.48201,22028.35333,0.00792,MS,2022-06-03,2,0,2022-06-03
Brazil,MG,Cordisburgo/MG,3118908,20,414,224.64338,4650.11794,0.04831,MS,2022-06-03,0,0,2022-06-03
Brazil,MG,Cordislândia/MG,3119005,4,496,112.80316,13987.59165,0.00806,MS,2022-06-03,1,0,2022-06-03
Brazil,CE,Coreaú/CE,2304004,71,3017,304.19880,12926.30677,0.02353,MS,2022-06-03,0,0,2022-06-03
Brazil,PB,Coremas/PB,2504801,43,2829,278.53349,18324.91255,0.01520,MS,2022-06-03,0,0,2022-06-03
Brazil,MS,Corguinho/MS,5003108,13,442,211.10750,7177.65508,0.02941,MS,2022-06-03,2,0,2022-06-03
Brazil,BA,Coribe/BA,2909109,22,1477,155.93989,10469.23731,0.01490,MS,2022-06-03,0,0,2022-06-03
Brazil,MG,Corinto/MG,3119104,59,3016,249.92587,12775.87156,0.01956,MS,2022-06-03,2,0,2022-06-03
Brazil,PR,Cornélio Procópio/PR,4106407,183,14215,382.52508,29713.62876,0.01287,MS,2022-06-03,78,0,2022-06-03
Brazil,MG,Coroaci/MG,3119203,21,801,212.18551,8093.36162,0.02622,MS,2022-06-03,1,0,2022-06-03
Brazil,SP,Coroados/SP,3512506,23,1505,371.14733,24285.94481,0.01528,MS,2022-06-03,0,0,2022-06-03
Brazil,MA,Coroatá/MA,2103604,101,3598,153.52344,5469.08251,0.02807,MS,2022-06-03,0,-1,2022-06-03
Brazil,MG,Coromandel/MG,3119302,98,5827,350.52579,20841.97725,0.01682,MS,2022-06-03,35,0,2022-06-03
Brazil,RS,Coronel Barros/RS,4305871,5,985,198.33399,39071.79691,0.00508,MS,2022-06-03,0,0,2022-06-03
Brazil,RS,Coronel Bicaco/RS,4305900,40,1328,554.55428,18411.20200,0.03012,MS,2022-06-03,2,0,2022-06-03
Brazil,PR,Coronel Domingos Soares/PR,4106456,21,2075,278.58849,27527.19554,0.01012,MS,2022-06-03,9,0,2022-06-03
Brazil,RN,Coronel Ezequiel/RN,2402808,6,275,109.07108,4999.09107,0.02182,MS,2022-06-03,0,0,2022-06-03
Brazil,MG,Coronel Fabriciano/MG,3119401,372,18197,336.01604,16436.78472,0.02044,MS,2022-06-03,0,0,2022-06-03
Brazil,SC,Coronel Freitas/SC,4204400,31,2515,313.13131,25404.04040,0.01233,MS,2022-06-03,0,0,2022-06-03
Brazil,PI,Coronel José Dias/PI,2202851,6,131,127.98635,2794.36860,0.04580,MS,2022-06-03,0,0,2022-06-03
Brazil,RN,Coronel João Pessoa/RN,2402907,7,685,142.33428,13928.42619,0.01022,MS,2022-06-03,0,0,2022-06-03
Brazil,BA,Coronel João Sá/BA,2909208,21,1679,135.05692,10798.12207,0.01251,MS,2022-06-03,0,0,2022-06-03
Brazil,SP,Coronel Macedo/SP,3512605,29,677,631.67066,14746.24265,0.04284,MS,2022-06-03,0,0,2022-06-03
Brazil,SC,Coronel Martins/SC,4204459,3,529,117.18750,20664.06250,0.00567,MS,2022-06-03,0,0,2022-06-03
Brazil,MG,Coronel Murta/MG,3119500,10,593,108.58942,6439.35281,0.01686,MS,2022-06-03,0,0,2022-06-03
Brazil,MG,Coronel Pacheco/MG,3119609,10,219,323.10178,7075.92892,0.04566,MS,2022-06-03,0,0,2022-06-03
Brazil,RS,Coronel Pilar/RS,4305934,7,312,436.95381,19475.65543,0.02244,MS,2022-06-03,0,0,2022-06-03
Brazil,MS,Coronel Sapucaia/MS,5003157,42,1487,271.86226,9625.21846,0.02824,MS,2022-06-03,0,0,2022-06-03
Brazil,PR,Coronel Vivida/PR,4106506,91,5925,445.42340,29001.46843,0.01536,MS,2022-06-03,13,0,2022-06-03
Brazil,MG,Coronel Xavier Chaves/MG,3119708,4,785,116.00928,22766.82135,0.00510,MS,2022-06-03,3,0,2022-06-03
Brazil,SC,Correia Pinto/SC,4204558,66,3444,535.93179,27965.89525,0.01916,MS,2022-06-03,0,0,2022-06-03
Brazil,PI,Corrente/PI,2202901,35,2066,130.73849,7717.30604,0.01694,MS,2022-06-03,0,0,2022-06-03
Brazil,PE,Correntes/PE,2604700,13,671,70.93360,3661.26480,0.01937,MS,2022-06-03,0,0,2022-06-03
Brazil,BA,Correntina/BA,2909307,50,3962,155.07242,12287.93847,0.01262,MS,2022-06-03,0,0,2022-06-03
Brazil,PE,Cortês/PE,2604809,27,475,215.25951,3786.97281,0.05684,MS,2022-06-03,0,0,2022-06-03
Brazil,PR,Corumbataí do Sul/PR,4106555,7,740,230.41475,24358.13035,0.00946,MS,2022-06-03,0,0,2022-06-03
Brazil,SP,Corumbataí/SP,3512704,7,784,171.90570,19253.43811,0.00893,MS,2022-06-03,0,0,2022-06-03
Brazil,GO,Corumbaíba/GO,5205901,39,1961,389.53256,19586.49620,0.01989,MS,2022-06-03,0,0,2022-06-03
Brazil,RO,Corumbiara/RO,1100072,25,1752,354.50936,24844.01588,0.01427,MS,2022-06-03,0,0,2022-06-03
Brazil,GO,Corumbá de Goiás/GO,5205802,37,1381,329.68012,12305.08777,0.02679,MS,2022-06-03,2,0,2022-06-03
Brazil,MS,Corumbá/MS,5003207,504,20493,447.32801,18188.67657,0.02459,MS,2022-06-03,13,0,2022-06-03
Brazil,SC,Corupá/SC,4204509,42,3118,257.66871,19128.83436,0.01347,MS,2022-06-03,6,0,2022-06-03
Brazil,AL,Coruripe/AL,2702306,66,5291,114.48991,9178.27467,0.01247,MS,2022-06-03,0,0,2022-06-03
Brazil,SP,Cosmorama/SP,3512902,44,1673,603.64933,22952.39402,0.02630,MS,2022-06-03,0,0,2022-06-03
Brazil,SP,Cosmópolis/SP,3512803,186,7993,249.12271,10705.57981,0.02327,MS,2022-06-03,0,0,2022-06-03
Brazil,RO,Costa Marques/RO,1100080,44,3810,228.51207,19787.06829,0.01155,MS,2022-06-03,0,0,2022-06-03
Brazil,MS,Costa Rica/MS,5003256,85,6614,396.15958,30825.87621,0.01285,MS,2022-06-03,9,0,2022-06-03
