country,state,city,ibgeID,deaths,totalCases,deaths_per_100k_inhabitants,totalCases_per_100k_inhabitants,deaths_by_totalCases,_source,date,newCases,newDeaths,last_info_date
Brazil,MG,Marliéria/MG,3140308,20,524,496.27792,13002.48139,0.03817,MS,2022-06-03,0,0,2022-06-03
Brazil,PR,Marmeleiro/PR,4115408,53,4592,367.87673,31873.39488,0.01154,MS,2022-06-03,13,0,2022-06-03
Brazil,MG,Marmelópolis/MG,3140407,10,467,370.23325,17289.89263,0.02141,MS,2022-06-03,0,0,2022-06-03
Brazil,RS,Marques de Souza/RS,4312054,9,492,226.07385,12358.70384,0.01829,MS,2022-06-03,1,0,2022-06-03
Brazil,PR,Marquinho/PR,4115457,8,998,186.78496,23301.42424,0.00802,MS,2022-06-03,10,0,2022-06-03
Brazil,MG,Martinho Campos/MG,3140506,43,2685,318.58932,19893.30962,0.01601,MS,2022-06-03,0,0,2022-06-03
Brazil,MG,Martins Soares/MG,3140530,13,668,150.46296,7731.48148,0.01946,MS,2022-06-03,0,0,2022-06-03
Brazil,RN,Martins/RN,2407401,11,813,125.14221,9249.14676,0.01353,MS,2022-06-03,0,0,2022-06-03
Brazil,CE,Martinópole/CE,2307908,27,2042,236.69677,17901.28868,0.01322,MS,2022-06-03,0,0,2022-06-03
Brazil,SP,Martinópolis/SP,3529203,89,2044,332.20111,7629.42779,0.04354,MS,2022-06-03,0,0,2022-06-03
Brazil,SE,Maruim/SE,2804003,42,1212,242.38227,6994.45983,0.03465,MS,2022-06-03,0,0,2022-06-03
Brazil,PR,Marumbi/PR,4115507,16,1647,342.17280,35222.41232,0.00971,MS,2022-06-03,4,0,2022-06-03
Brazil,GO,Marzagão/GO,5212907,8,436,353.51304,19266.46045,0.01835,MS,2022-06-03,3,0,2022-06-03
Brazil,SP,Marília/SP,3529005,1085,37381,447.88627,15430.81705,0.02903,MS,2022-06-03,0,0,2022-06-03
Brazil,BA,Mascote/BA,2920908,27,1007,198.25244,7394.08180,0.02681,MS,2022-06-03,0,0,2022-06-03
Brazil,PI,Massapê do Piauí/PI,2206050,3,350,46.46840,5421.31351,0.00857,MS,2022-06-03,0,0,2022-06-03
Brazil,CE,Massapê/CE,2308005,89,3136,226.22709,7971.32762,0.02838,MS,2022-06-03,0,0,2022-06-03
Brazil,PB,Massaranduba/PB,2509206,29,1846,206.00980,13113.58954,0.01571,MS,2022-06-03,0,0,2022-06-03
Brazil,SC,Massaranduba/SC,4210605,24,4502,138.48817,25978.07271,0.00533,MS,2022-06-03,0,0,2022-06-03
Brazil,AL,Mata Grande/AL,2705002,27,850,107.14286,3373.01587,0.03176,MS,2022-06-03,1,0,2022-06-03
Brazil,MA,Mata Roma/MA,2106409,13,652,75.92571,3807.96636,0.01994,MS,2022-06-03,0,2,2022-06-03
Brazil,MG,Mata Verde/MG,3140555,10,755,114.94253,8678.16092,0.01325,MS,2022-06-03,0,0,2022-06-03
Brazil,BA,Mata de São João/BA,2921005,76,5406,159.51976,11346.89251,0.01406,MS,2022-06-03,0,0,2022-06-03
Brazil,RS,Mata/RS,4312104,14,1110,294.11765,23319.32773,0.01261,MS,2022-06-03,0,0,2022-06-03
Brazil,PB,Mataraca/PB,2509305,16,663,185.14233,7671.83522,0.02413,MS,2022-06-03,0,0,2022-06-03
Brazil,TO,Mateiros/TO,1712702,1,305,36.06203,10998.91814,0.00328,MS,2022-06-03,1,0,2022-06-03
Brazil,PR,Matelândia/PR,4115606,67,4219,366.80171,23097.55831,0.01588,MS,2022-06-03,5,0,2022-06-03
Brazil,MG,Materlândia/MG,3140605,2,238,45.30011,5390.71348,0.00840,MS,2022-06-03,0,0,2022-06-03
Brazil,MG,Mateus Leme/MG,3140704,99,8059,312.98410,25478.17015,0.01228,MS,2022-06-03,4,0,2022-06-03
Brazil,MG,Mathias Lobato/MG,3171501,12,465,380.10770,14729.17327,0.02581,MS,2022-06-03,0,0,2022-06-03
Brazil,MG,Matias Barbosa/MG,3140803,67,3156,458.08834,21578.01176,0.02123,MS,2022-06-03,6,0,2022-06-03
Brazil,MG,Matias Cardoso/MG,3140852,12,575,105.63380,5061.61972,0.02087,MS,2022-06-03,0,0,2022-06-03
Brazil,PI,Matias Olímpio/PI,2206100,14,728,127.51617,6630.84070,0.01923,MS,2022-06-03,0,0,2022-06-03
Brazil,BA,Matina/BA,2921054,9,681,72.82143,5510.15454,0.01322,MS,2022-06-03,0,0,2022-06-03
Brazil,MA,Matinha/MA,2106508,13,391,55.10576,1657.41172,0.03325,MS,2022-06-03,0,1,2022-06-03
Brazil,PB,Matinhas/PB,2509339,9,371,198.76325,8193.46290,0.02426,MS,2022-06-03,0,0,2022-06-03
Brazil,PR,Matinhos/PR,4115705,155,8240,434.11287,23078.00028,0.01881,MS,2022-06-03,9,0,2022-06-03
Brazil,MG,Matipó/MG,3140902,42,2539,219.91832,13294.58582,0.01654,MS,2022-06-03,0,0,2022-06-03
Brazil,RS,Mato Castelhano/RS,4312138,17,677,668.50177,26622.09988,0.02511,MS,2022-06-03,4,0,2022-06-03
Brazil,PB,Mato Grosso/PB,2509370,3,317,101.90217,10767.66304,0.00946,MS,2022-06-03,0,0,2022-06-03
Brazil,RS,Mato Leitão/RS,4312153,8,1326,172.89821,28657.87767,0.00603,MS,2022-06-03,1,0,2022-06-03
Brazil,RS,Mato Queimado/RS,4312179,4,307,248.29299,19056.48665,0.01303,MS,2022-06-03,0,0,2022-06-03
Brazil,PR,Mato Rico/PR,4115739,6,392,190.96117,12476.12985,0.01531,MS,2022-06-03,0,0,2022-06-03
Brazil,MG,Mato Verde/MG,3141009,17,1752,137.46260,14166.73405,0.00970,MS,2022-06-03,10,0,2022-06-03
Brazil,SC,Matos Costa/SC,4210704,4,241,163.80016,9868.95987,0.01660,MS,2022-06-03,0,0,2022-06-03
Brazil,MG,Matozinhos/MG,3141108,120,7117,311.93948,18500.61088,0.01686,MS,2022-06-03,0,0,2022-06-03
Brazil,GO,Matrinchã/GO,5212956,8,747,185.14233,17287.66489,0.01071,MS,2022-06-03,0,0,2022-06-03
Brazil,AL,Matriz de Camaragibe/AL,2705101,45,1675,182.72628,6801.47805,0.02687,MS,2022-06-03,0,0,2022-06-03
Brazil,MT,Matupá/MT,5105606,60,4048,352.58859,23787.97673,0.01482,MS,2022-06-03,5,0,2022-06-03
Brazil,PB,Maturéia/PB,2509396,15,1123,224.21525,16786.24813,0.01336,MS,2022-06-03,0,0,2022-06-03
Brazil,MG,Matutina/MG,3141207,7,443,187.51674,11867.13099,0.01580,MS,2022-06-03,0,0,2022-06-03
Brazil,SP,Matão/SP,3529302,226,6501,268.82680,7732.93366,0.03476,MS,2022-06-03,0,0,2022-06-03
Brazil,MA,Matões do Norte/MA,2106631,6,242,34.65003,1397.55140,0.02479,MS,2022-06-03,0,0,2022-06-03
Brazil,MA,Matões/MA,2106607,14,1043,41.05692,3058.74073,0.01342,MS,2022-06-03,0,0,2022-06-03
Brazil,TO,Maurilândia do Tocantins/TO,1712801,4,601,115.27378,17319.88473,0.00666,MS,2022-06-03,0,0,2022-06-03
Brazil,GO,Maurilândia/GO,5213004,34,1635,233.38825,11223.22900,0.02080,MS,2022-06-03,3,0,2022-06-03
Brazil,CE,Mauriti/CE,2308104,123,6684,254.28985,13818.48253,0.01840,MS,2022-06-03,0,0,2022-06-03
Brazil,PR,Mauá da Serra/PR,4115754,27,1584,245.58850,14407.85883,0.01705,MS,2022-06-03,0,0,2022-06-03
Brazil,SP,Mauá/SP,3529401,1646,36356,341.68872,7547.04448,0.04527,MS,2022-06-03,0,0,2022-06-03
Brazil,AM,Maués/AM,1302900,135,7288,204.05387,11015.88597,0.01852,MS,2022-06-03,0,0,2022-06-03
Brazil,RN,Maxaranguape/RN,2407500,7,681,55.05742,5356.30014,0.01028,MS,2022-06-03,0,0,2022-06-03
Brazil,RS,Maximiliano de Almeida/RS,4312203,13,1025,305.59473,24094.96944,0.01268,MS,2022-06-03,0,0,2022-06-03
Brazil,AP,Mazagão/AP,1600402,26,4000,115.72014,17803.09774,0.00650,MS,2022-06-03,0,0,2022-06-03
Brazil,RS,Maçambará/RS,4311718,6,1127,132.18771,24829.25755,0.00532,MS,2022-06-03,-1,0,2022-06-03
Brazil,BA,Medeiros Neto/BA,2921104,62,3566,272.63533,15680.92872,0.01739,MS,2022-06-03,0,0,2022-06-03
Brazil,MG,Medeiros/MG,3141306,2,495,51.80005,12820.51282,0.00404,MS,2022-06-03,0,0,2022-06-03
Brazil,PR,Medianeira/PR,4115804,151,13099,321.68726,27905.83724,0.01153,MS,2022-06-03,9,0,2022-06-03
Brazil,PA,Medicilândia/PA,1504455,63,4877,194.76304,15077.13235,0.01292,MS,2022-06-03,0,0,2022-06-03
Brazil,MG,Medina/MG,3141405,34,1248,164.24327,6028.69427,0.02724,MS,2022-06-03,0,0,2022-06-03
Brazil,SC,Meleiro/SC,4210803,25,1875,357.70496,26827.87237,0.01333,MS,2022-06-03,4,0,2022-06-03
Brazil,PA,Melgaço/PA,1504505,17,595,60.45304,2115.85648,0.02857,MS,2022-06-03,0,0,2022-06-03
Brazil,MG,Mendes Pimentel/MG,3141504,11,1101,170.64846,17080.35991,0.00999,MS,2022-06-03,0,0,2022-06-03
Brazil,RJ,Mendes/RJ,3302809,63,4796,337.24105,25673.14384,0.01314,MS,2022-06-03,0,0,2022-06-03
Brazil,SP,Mendonça/SP,3529500,32,1804,567.57716,31997.16211,0.01774,MS,2022-06-03,0,0,2022-06-03
Brazil,PR,Mercedes/PR,4115853,11,1356,195.83408,24141.00053,0.00811,MS,2022-06-03,9,1,2022-06-03
Brazil,MG,Mercês/MG,3141603,21,465,194.89559,4315.54524,0.04516,MS,2022-06-03,0,0,2022-06-03
Brazil,SP,Meridiano/SP,3529609,36,639,944.13847,16758.45791,0.05634,MS,2022-06-03,0,0,2022-06-03
Brazil,CE,Meruoca/CE,2308203,35,2155,228.62369,14076.68692,0.01624,MS,2022-06-03,0,0,2022-06-03
Brazil,MG,Mesquita/MG,3141702,9,525,163.96429,9564.58371,0.01714,MS,2022-06-03,0,0,2022-06-03
Brazil,RJ,Mesquita/RJ,3302858,549,5843,310.14146,3300.83156,0.09396,MS,2022-06-03,7,0,2022-06-03
Brazil,RN,Messias Targino/RN,2407609,6,797,128.61736,17084.67310,0.00753,MS,2022-06-03,1,0,2022-06-03
Brazil,AL,Messias/AL,2705200,29,1813,159.33190,9960.99115,0.01600,MS,2022-06-03,0,0,2022-06-03
Brazil,SP,Mesópolis/SP,3529658,6,613,315.29164,32212.29637,0.00979,MS,2022-06-03,0,0,2022-06-03
Brazil,PI,Miguel Alves/PI,2206209,38,2294,112.09109,6766.76204,0.01656,MS,2022-06-03,0,0,2022-06-03
Brazil,BA,Miguel Calmon/BA,2921203,36,3237,139.69190,12560.63017,0.01112,MS,2022-06-03,0,0,2022-06-03
Brazil,PI,Miguel Leão/PI,2206308,3,289,242.13075,23325.26231,0.01038,MS,2022-06-03,0,0,2022-06-03
Brazil,RJ,Miguel Pereira/RJ,3302908,81,6099,316.13457,23803.76239,0.01328,MS,2022-06-03,5,0,2022-06-03
Brazil,SP,Miguelópolis/SP,3529708,106,1526,471.53025,6788.25623,0.06946,MS,2022-06-03,0,0,2022-06-03
Brazil,MA,Milagres do Maranhão/MA,2106672,0,239,0.00000,2811.10327,0.00000,MS,2022-06-03,0,0,2022-06-03
Brazil,BA,Milagres/BA,2921302,9,869,83.04115,8018.08452,0.01036,MS,2022-06-03,0,0,2022-06-03
Brazil,CE,Milagres/CE,2308302,66,4076,240.76168,14868.85784,0.01619,MS,2022-06-03,0,0,2022-06-03
Brazil,CE,Milhã/CE,2308351,34,1912,258.96870,14563.18074,0.01778,MS,2022-06-03,0,0,2022-06-03
Brazil,PI,Milton Brandão/PI,2206357,3,322,45.43389,4876.57126,0.00932,MS,2022-06-03,0,0,2022-06-03
Brazil,GO,Mimoso de Goiás/GO,5213053,2,425,77.66990,16504.85437,0.00471,MS,2022-06-03,5,0,2022-06-03
Brazil,ES,Mimoso do Sul/ES,3203403,74,6296,283.75321,24142.02999,0.01175,MS,2022-06-03,2,0,2022-06-03
Brazil,AL,Minador do Negrão/AL,2705309,10,361,188.14675,6792.09784,0.02770,MS,2022-06-03,0,0,2022-06-03
Brazil,MG,Minas Novas/MG,3141801,26,1543,82.51611,4897.01355,0.01685,MS,2022-06-03,0,0,2022-06-03
Brazil,RS,Minas do Leão/RS,4312252,13,789,159.90160,9704.79705,0.01648,MS,2022-06-03,0,0,2022-06-03
Brazil,GO,Minaçu/GO,5213087,74,5175,259.48524,18146.43383,0.01430,MS,2022-06-03,40,0,2022-06-03
Brazil,MG,Minduri/MG,3141900,11,444,282.70368,11410.94834,0.02477,MS,2022-06-03,5,0,2022-06-03
Brazil,SP,Mineiros do Tietê/SP,3529807,34,1940,261.07656,14896.72119,0.01753,MS,2022-06-03,0,0,2022-06-03
Brazil,GO,Mineiros/GO,5213103,298,18349,428.91892,26410.17891,0.01624,MS,2022-06-03,11,0,2022-06-03
Brazil,RO,Ministro Andreazza/RO,1101203,16,1021,169.11532,10791.67107,0.01567,MS,2022-06-03,3,0,2022-06-03
Brazil,SP,Mira Estrela/SP,3530003,15,420,480.00000,13440.00000,0.03571,MS,2022-06-03,0,0,2022-06-03
Brazil,MG,Mirabela/MG,3142007,22,1550,161.16035,11354.47953,0.01419,MS,2022-06-03,0,0,2022-06-03
Brazil,SP,Miracatu/SP,3529906,81,3041,415.15043,15586.07965,0.02664,MS,2022-06-03,0,0,2022-06-03
Brazil,TO,Miracema do Tocantins/TO,1713205,56,3264,317.67642,18515.99728,0.01716,MS,2022-06-03,1,0,2022-06-03
Brazil,RJ,Miracema/RJ,3303005,158,3679,582.29528,13558.63492,0.04295,MS,2022-06-03,6,0,2022-06-03
Brazil,MA,Mirador/MA,2106706,9,895,42.76550,4252.79164,0.01006,MS,2022-06-03,0,0,2022-06-03
Brazil,PR,Mirador/PR,4115903,4,617,183.48624,28302.75229,0.00648,MS,2022-06-03,6,0,2022-06-03
Brazil,MG,Miradouro/MG,3142106,14,1192,129.41394,11018.67258,0.01174,MS,2022-06-03,5,0,2022-06-03
Brazil,RS,Miraguaí/RS,4312302,17,1119,347.00959,22841.39620,0.01519,MS,2022-06-03,0,0,2022-06-03
Brazil,MA,Miranda do Norte/MA,2106755,33,1455,113.32028,4996.39435,0.02268,MS,2022-06-03,0,1,2022-06-03
Brazil,MS,Miranda/MS,5005608,101,4099,355.34602,14421.41927,0.02464,MS,2022-06-03,15,0,2022-06-03
Brazil,PE,Mirandiba/PE,2609303,19,2347,122.20221,15095.18909,0.00810,MS,2022-06-03,0,0,2022-06-03
Brazil,SP,Mirandópolis/SP,3530102,112,2260,375.28481,7572.71143,0.04956,MS,2022-06-03,0,0,2022-06-03
Brazil,BA,Mirangaba/BA,2921401,11,743,59.13025,3993.97947,0.01480,MS,2022-06-03,0,0,2022-06-03
Brazil,TO,Miranorte/TO,1713304,62,3719,457.53081,27444.46904,0.01667,MS,2022-06-03,0,0,2022-06-03
Brazil,RO,Mirante da Serra/RO,1101302,17,1861,159.01225,17407.16491,0.00913,MS,2022-06-03,0,0,2022-06-03
Brazil,SP,Mirante do Paranapanema/SP,3530201,50,2157,271.51778,11713.27722,0.02318,MS,2022-06-03,0,0,2022-06-03
Brazil,BA,Mirante/BA,2921450,9,644,108.90610,7792.83640,0.01398,MS,2022-06-03,0,0,2022-06-03
Brazil,PR,Miraselva/PR,4116000,9,324,503.91937,18141.09742,0.02778,MS,2022-06-03,2,0,2022-06-03
Brazil,MT,Mirassol d'Oeste/MT,5105622,149,6554,529.58948,23294.82851,0.02273,MS,2022-06-03,1,0,2022-06-03
Brazil,SP,Mirassol/SP,3530300,306,10387,503.55450,17092.87783,0.02946,MS,2022-06-03,0,0,2022-06-03
Brazil,SP,Mirassolândia/SP,3530409,19,771,382.60169,15525.57390,0.02464,MS,2022-06-03,0,0,2022-06-03
Brazil,MG,Miravânia/MG,3142254,2,10,40.49403,202.47014,0.20000,MS,2022-06-03,0,0,2022-06-03
Brazil,MG,Miraí/MG,3142205,19,2472,124.95890,16257.80993,0.00769,MS,2022-06-03,0,0,2022-06-03
Brazil,CE,Miraíma/CE,2308377,20,1767,143.21518,12653.06122,0.01132,MS,2022-06-03,0,0,2022-06-03
Brazil,SC,Mirim Doce/SC,4210852,10,463,443.06602,20513.95658,0.02160,MS,2022-06-03,2,0,2022-06-03
Brazil,MA,Mirinzal/MA,2106805,17,296,112.88930,1965.60197,0.05743,MS,2022-06-03,0,1,2022-06-03
Brazil,PR,Missal/PR,4116059,21,2218,196.15169,20717.35475,0.00947,MS,2022-06-03,1,0,2022-06-03
Brazil,CE,Missão Velha/CE,2308401,62,3148,174.32379,8851.14997,0.01970,MS,2022-06-03,0,0,2022-06-03
Brazil,PA,Mocajuba/PA,1504604,66,3699,206.78635,11589.43510,0.01784,MS,2022-06-03,0,0,2022-06-03
Brazil,SP,Mococa/SP,3530508,278,10357,402.47857,14994.49849,0.02684,MS,2022-06-03,0,0,2022-06-03
Brazil,SC,Modelo/SC,4210902,12,760,283.88928,17979.65460,0.01579,MS,2022-06-03,0,0,2022-06-03
Brazil,MG,Moeda/MG,3142304,15,414,303.15279,8367.01698,0.03623,MS,2022-06-03,0,0,2022-06-03
Brazil,MG,Moema/MG,3142403,14,1815,184.47753,23916.19449,0.00771,MS,2022-06-03,0,0,2022-06-03
Brazil,PB,Mogeiro/PB,2509404,20,1594,151.08022,12041.09382,0.01255,MS,2022-06-03,0,0,2022-06-03
Brazil,SP,Mogi Guaçu/SP,3530706,657,33535,426.21930,21755.34883,0.01959,MS,2022-06-03,0,0,2022-06-03
Brazil,SP,Mogi Mirim/SP,3530805,405,22199,430.40235,23591.36220,0.01824,MS,2022-06-03,0,0,2022-06-03
Brazil,SP,Mogi das Cruzes/SP,3530607,1844,42471,404.75255,9322.25898,0.04342,MS,2022-06-03,0,0,2022-06-03
Brazil,GO,Moiporá/GO,5213400,2,73,135.96193,4962.61047,0.02740,MS,2022-06-03,0,0,2022-06-03
Brazil,SE,Moita Bonita/SE,2804102,14,1414,123.22859,12446.08749,0.00990,MS,2022-06-03,0,0,2022-06-03
Brazil,PA,Moju/PA,1504703,72,2946,85.45893,3496.69440,0.02444,MS,2022-06-03,0,0,2022-06-03
Brazil,PA,Mojuí dos Campos/PA,1504752,34,1950,208.81956,11976.41567,0.01744,MS,2022-06-03,0,0,2022-06-03
Brazil,CE,Mombaça/CE,2308500,124,5006,282.35080,11398.77496,0.02477,MS,2022-06-03,0,0,2022-06-03
Brazil,SP,Mombuca/SP,3530904,11,466,312.23389,13227.36304,0.02361,MS,2022-06-03,0,0,2022-06-03
Brazil,SC,Mondaí/SC,4211009,12,1401,99.71747,11642.01429,0.00857,MS,2022-06-03,0,0,2022-06-03
Brazil,SP,Mongaguá/SP,3531100,106,2460,180.98929,4200.31758,0.04309,MS,2022-06-03,0,0,2022-06-03
Brazil,MG,Monjolos/MG,3142502,3,63,137.36264,2884.61538,0.04762,MS,2022-06-03,0,0,2022-06-03
Brazil,PI,Monsenhor Gil/PI,2206407,44,1819,416.54833,17220.48660,0.02419,MS,2022-06-03,0,0,2022-06-03
Brazil,PI,Monsenhor Hipólito/PI,2206506,6,787,77.07129,10109.18433,0.00762,MS,2022-06-03,0,0,2022-06-03
Brazil,MG,Monsenhor Paulo/MG,3142601,10,1530,114.10315,17457.78183,0.00654,MS,2022-06-03,9,0,2022-06-03
Brazil,CE,Monsenhor Tabosa/CE,2308609,42,2767,243.28082,16027.57183,0.01518,MS,2022-06-03,-1,0,2022-06-03
Brazil,PB,Montadas/PB,2509503,9,650,155.01206,11195.31519,0.01385,MS,2022-06-03,0,0,2022-06-03
Brazil,MG,Montalvânia/MG,3142700,19,1934,129.95007,13227.54942,0.00982,MS,2022-06-03,0,0,2022-06-03
Brazil,ES,Montanha/ES,3203502,72,4538,379.86705,23942.17579,0.01587,MS,2022-06-03,10,0,2022-06-03
Brazil,RN,Montanhas/RN,2407708,17,852,152.24790,7630.30629,0.01995,MS,2022-06-03,0,0,2022-06-03
Brazil,RS,Montauri/RS,4312351,9,372,629.37063,26013.98601,0.02419,MS,2022-06-03,0,0,2022-06-03
Brazil,GO,Monte Alegre de Goiás/GO,5213509,7,909,79.91780,10377.89702,0.00770,MS,2022-06-03,0,0,2022-06-03
Brazil,MG,Monte Alegre de Minas/MG,3142809,45,2560,210.78271,11991.19397,0.01758,MS,2022-06-03,0,0,2022-06-03
Brazil,SE,Monte Alegre de Sergipe/SE,2804201,15,1058,97.94319,6908.25988,0.01418,MS,2022-06-03,0,0,2022-06-03
Brazil,PI,Monte Alegre do Piauí/PI,2206605,19,1192,178.94142,11226.21963,0.01594,MS,2022-06-03,0,0,2022-06-03
Brazil,SP,Monte Alegre do Sul/SP,3531209,19,1121,232.24545,13702.48136,0.01695,MS,2022-06-03,0,0,2022-06-03
Brazil,RS,Monte Alegre dos Campos/RS,4312377,7,269,216.24961,8310.16373,0.02602,MS,2022-06-03,0,0,2022-06-03
Brazil,PA,Monte Alegre/PA,1504802,211,8447,361.98940,14491.58503,0.02498,MS,2022-06-03,0,0,2022-06-03
Brazil,RN,Monte Alegre/RN,2407807,16,1732,70.49079,7630.62825,0.00924,MS,2022-06-03,0,0,2022-06-03
Brazil,SP,Monte Alto/SP,3531308,210,10097,411.45007,19782.91111,0.02080,MS,2022-06-03,0,0,2022-06-03
Brazil,SP,Monte Aprazível/SP,3531407,103,4384,401.54380,17090.95162,0.02349,MS,2022-06-03,0,0,2022-06-03
Brazil,SP,Monte Azul Paulista/SP,3531506,27,2377,142.64582,12558.11496,0.01136,MS,2022-06-03,0,0,2022-06-03
Brazil,MG,Monte Azul/MG,3142908,37,2231,180.10125,10859.61838,0.01658,MS,2022-06-03,0,0,2022-06-03
Brazil,RS,Monte Belo do Sul/RS,4312385,9,595,357.99523,23667.46221,0.01513,MS,2022-06-03,0,0,2022-06-03
Brazil,MG,Monte Belo/MG,3143005,39,2646,296.82624,20138.51891,0.01474,MS,2022-06-03,0,0,2022-06-03
Brazil,SC,Monte Carlo/SC,4211058,47,1696,472.59930,17053.79588,0.02771,MS,2022-06-03,0,0,2022-06-03
Brazil,MG,Monte Carmelo/MG,3143104,186,10522,387.10483,21898.47864,0.01768,MS,2022-06-03,0,0,2022-06-03
Brazil,SC,Monte Castelo/SC,4211108,25,1631,302.55355,19738.59373,0.01533,MS,2022-06-03,1,0,2022-06-03
Brazil,SP,Monte Castelo/SP,3531605,22,1222,528.08449,29332.69323,0.01800,MS,2022-06-03,0,0,2022-06-03
Brazil,MG,Monte Formoso/MG,3143153,8,391,161.97611,7916.58230,0.02046,MS,2022-06-03,0,0,2022-06-03
Brazil,PB,Monte Horebe/PB,2509602,9,733,184.91884,15060.61229,0.01228,MS,2022-06-03,0,0,2022-06-03
Brazil,SP,Monte Mor/SP,3531803,159,7634,257.66931,12371.36792,0.02083,MS,2022-06-03,0,0,2022-06-03
Brazil,RO,Monte Negro/RO,1101401,38,3574,235.17762,22119.07414,0.01063,MS,2022-06-03,0,0,2022-06-03
Brazil,MG,Monte Santo de Minas/MG,3143203,68,4505,316.22024,20949.59077,0.01509,MS,2022-06-03,61,0,2022-06-03
Brazil,TO,Monte Santo do Tocantins/TO,1713700,6,199,259.62787,8610.99091,0.03015,MS,2022-06-03,0,0,2022-06-03
Brazil,BA,Monte Santo/BA,2921500,65,1750,132.26167,3560.89124,0.03714,MS,2022-06-03,0,0,2022-06-03
Brazil,MG,Monte Sião/MG,3143401,44,5593,181.46575,23066.77115,0.00787,MS,2022-06-03,0,0,2022-06-03
Brazil,RN,Monte das Gameleiras/RN,2407906,6,222,290.83858,10761.02763,0.02703,MS,2022-06-03,0,0,2022-06-03
Brazil,TO,Monte do Carmo/TO,1713601,12,884,146.66341,10804.20435,0.01357,MS,2022-06-03,2,0,2022-06-03
Brazil,SP,Monteiro Lobato/SP,3531704,9,312,189.91348,6583.66744,0.02885,MS,2022-06-03,0,0,2022-06-03
Brazil,PB,Monteiro/PB,2509701,79,6322,234.85344,18794.22082,0.01250,MS,2022-06-03,0,0,2022-06-03
Brazil,AL,Monteirópolis/AL,2705408,15,294,209.17585,4099.84660,0.05102,MS,2022-06-03,0,0,2022-06-03
Brazil,RS,Montenegro/RS,4312401,183,16643,276.61472,25156.82392,0.01100,MS,2022-06-03,32,0,2022-06-03
Brazil,MA,Montes Altos/MA,2107001,16,1135,176.52251,12522.06531,0.01410,MS,2022-06-03,0,0,2022-06-03
Brazil,GO,Montes Claros de Goiás/GO,5213707,30,1972,373.27361,24536.51860,0.01521,MS,2022-06-03,16,0,2022-06-03
Brazil,MG,Montes Claros/MG,3143302,1063,73529,254.62420,17612.66462,0.01446,MS,2022-06-03,60,0,2022-06-03
Brazil,MG,Montezuma/MG,3143450,5,737,59.67299,8795.79902,0.00678,MS,2022-06-03,0,0,2022-06-03
Brazil,GO,Montividiu do Norte/GO,5213772,8,727,176.28911,16020.27325,0.01100,MS,2022-06-03,0,0,2022-06-03
Brazil,GO,Montividiu/GO,5213756,32,1454,229.63760,10434.15859,0.02201,MS,2022-06-03,0,0,2022-06-03
Brazil,MA,Monção/MA,2106904,48,2734,141.64306,8067.75260,0.01756,MS,2022-06-03,0,1,2022-06-03
Brazil,SP,Monções/SP,3531001,7,456,307.82762,20052.77045,0.01535,MS,2022-06-03,0,0,2022-06-03
Brazil,MG,Morada Nova de Minas/MG,3143500,13,1372,145.17030,15321.04969,0.00948,MS,2022-06-03,0,0,2022-06-03
Brazil,CE,Morada Nova/CE,2308708,182,10574,295.50252,17168.37149,0.01721,MS,2022-06-03,0,0,2022-06-03
Brazil,CE,Moraújo/CE,2308807,23,2134,260.38718,24159.40224,0.01078,MS,2022-06-03,0,0,2022-06-03
Brazil,PE,Moreilândia/PE,2614303,12,1387,106.48682,12308.10187,0.00865,MS,2022-06-03,4,0,2022-06-03
Brazil,PR,Moreira Sales/PR,4116109,43,2057,359.35150,17190.37272,0.02090,MS,2022-06-03,1,0,2022-06-03
Brazil,PE,Moreno/PE,2609402,123,3541,192.81415,5550.85277,0.03474,MS,2022-06-03,0,0,2022-06-03
Brazil,RS,Mormaço/RS,4312427,6,834,191.14368,26568.97101,0.00719,MS,2022-06-03,0,0,2022-06-03
Brazil,BA,Morpará/BA,2921609,14,447,165.17225,5273.71402,0.03132,MS,2022-06-03,0,0,2022-06-03
Brazil,PR,Morretes/PR,4116208,59,4284,357.90112,25987.26115,0.01377,MS,2022-06-03,14,0,2022-06-03
Brazil,RS,Morrinhos do Sul/RS,4312443,5,779,172.95054,26945.69353,0.00642,MS,2022-06-03,0,0,2022-06-03
Brazil,CE,Morrinhos/CE,2308906,40,2000,175.20806,8760.40298,0.02000,MS,2022-06-03,0,0,2022-06-03
Brazil,GO,Morrinhos/GO,5213806,183,14907,389.73485,31747.41774,0.01228,MS,2022-06-03,41,0,2022-06-03
Brazil,GO,Morro Agudo de Goiás/GO,5213855,7,549,315.74199,24763.19350,0.01275,MS,2022-06-03,17,0,2022-06-03
Brazil,SP,Morro Agudo/SP,3531902,112,4894,333.35318,14566.34323,0.02289,MS,2022-06-03,0,0,2022-06-03
Brazil,PI,Morro Cabeça no Tempo/PI,2206654,4,166,88.35874,3666.88756,0.02410,MS,2022-06-03,0,0,2022-06-03
Brazil,SC,Morro Grande/SC,4211256,8,999,277.39251,34639.38974,0.00801,MS,2022-06-03,10,0,2022-06-03
Brazil,RS,Morro Redondo/RS,4312450,20,1264,302.61764,19125.43501,0.01582,MS,2022-06-03,40,0,2022-06-03
Brazil,RS,Morro Reuter/RS,4312476,18,1427,273.97260,21719.93912,0.01261,MS,2022-06-03,1,0,2022-06-03
